accession,description,number_of_unique_peptides,number_of_peptides,total_PSMs,ctrl_abundance,exp_abundance,mean_abundance,abundance_fc,abundance_log2fc,ctrl_PSMs,exp_PSMs,PSM_fc,PSM_log2fc,PSM_zscore,pval,fdr_bh,xl_id,xl_id_source,xenla_xen_base_gene_names,xenla_gen_bank_description,human_uni_prot_id,human_gene_names_primary,human_gene_names_synonyms,egg_nog_annotation
ENOG411CT7Y,ENOG411CT7Y,5,5,15,4471191.34375,8027055.65625,6249123.5,1.795283413104322,0.8442116136330259,8,7,-1.6563566222084367,-0.728013326038117,-1.2576673504472153,0.8957439576311135,0.9963104014522126,"147904320, Xelaev18012800m.g","GenBank, Xenbase_9.1",rfc2.L,"replication factor C (activator 1) 2, 40kDa [Xenopus laevis], NA",P35250,RFC2,NA,"Replication factor C (Activator 1) 2, 40kDa"
ENOG411CWS7,ENOG411CWS7,21,21,84,245351582.203126,575323961.578125,410337771.8906255,2.3448960728601116,1.2295239830852625,38,46,-1.2217098490048044,-0.28890169178041564,-1.2632597433384571,0.8967520757250702,0.9963104014522126,"120577581, 147904655, 148227920, 27769226, 28277344, Xelaev18008749m.g, Xelaev18004907m.g","GenBank, Xenbase_9.1","cct7.S, cct7.L","Unknown (protein for IMAGE:8331814) [Xenopus laevis], uncharacterized protein LOC495278 [Xenopus laevis], chaperonin containing TCP1, subunit 7 [Xenopus laevis], LOC495278 protein [Xenopus laevis], Cct7-prov protein [Xenopus laevis], NA",Q99832,CCT7,CCTH NIP7-1,"Chaperonin containing TCP1, subunit 7 (Eta)"
ENOG411CPT1,ENOG411CPT1,5,5,26,18744510.84375,52574123.34375,35659317.09375,2.8047743567168006,1.4878847111050464,13,13,-1.4723169975186103,-0.5580883245958046,-1.2632840668824274,0.8967564449178901,0.9963104014522126,"147902026, 148233854",GenBank,NA,peroxiredoxin 6 [Xenopus laevis],P30041,PRDX6,AOP2 KIAA0106,Peroxiredoxin 6
ENOG411CSWN,ENOG411CSWN,15,15,58,203995699.50586,387361090.361328,295678394.933594,1.8988689040976603,0.9251403067845393,27,31,-1.2882773728287842,-0.36544324665340877,-1.2805753148173795,0.8998285624312983,0.9963104014522126,"148226545, Xelaev18028316m.g, Xelaev18030253m.g","GenBank, Xenbase_9.1","hadhb.L, hadhb.S","hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), beta subunit [Xenopus laevis], NA",P55084,HADHB,NA,"hydroxyacyl-CoA dehydrogenase 3-ketoacyl-CoA thiolase enoyl-CoA hydratase (trifunctional protein), beta subunit"
ENOG411CWRU,ENOG411CWRU,13,13,58,221706053.695313,387506021.125,304606037.4101565,1.7478368978482797,0.8055705637606454,27,31,-1.2882773728287842,-0.36544324665340877,-1.2805753148173795,0.8998285624312983,0.9963104014522126,"148232048, Xelaev18018419m.g","GenBank, Xenbase_9.1",snrpa1.L,"small nuclear ribonucleoprotein polypeptide A' [Xenopus laevis], NA",P09661,SNRPA1,NA,Small nuclear ribonucleoprotein polypeptide A
ENOG411CSB0,ENOG411CSB0,20,20,98,289139593.960937,698002526.15625,493571060.0585935,2.4140676017223384,1.271466076798817,44,54,-1.2046229979697722,-0.26858170740081966,-1.2868918890739298,0.9009340136306379,0.9963104014522126,"147905294, 148232786, 4973189, Xelaev18028947m.g","GenBank, Xenbase_9.1",tcp1.S,"similar to t-complex polypeptide 1 [Xenopus laevis], t-complex 1 [Xenopus laevis], t-complex polypeptide 1 [Xenopus laevis], NA",P17987,TCP1,CCT1 CCTA,T-complex protein 1 subunit alpha
ENOG411CU7F,ENOG411CU7F,6,6,17,7210123.654296881,18920811.03125,13065467.342773441,2.6242006293434543,1.3918780232692431,9,8,-1.6359077750206783,-0.7100914180408546,-1.3015719163143107,0.9034686173417562,0.9963104014522126,"147899225, Xelaev18010137m.g, Xelaev18006921m.g","GenBank, Xenbase_9.1","psat1.S, psat1.L","phosphoserine aminotransferase 1 [Xenopus laevis], NA",Q9Y617,PSAT1,PSA,Phosphoserine aminotransferase 1
ENOG411CRIR,ENOG411CRIR,9,9,28,33132044.5,66061926.375,49596985.4375,1.993898274976662,0.9955918079656442,14,14,-1.4723169975186103,-0.5580883245958046,-1.3110180196701173,0.9050741621358646,0.9963104014522126,"147899854, 148229628, 161611764, 7527328, 7527332, 7527334, 971309, Xelaev18007059m.g, Xelaev18010254m.g","GenBank, Xenbase_9.1","psmb5.L, psmb5.S","proteasome (prosome, macropain) subunit, beta type, 8 (large multifunctional peptidase 7) [Xenopus laevis], low molecular mass protein-7 (LMP-7) homolog [Xenopus laevis], LOC100127332 protein [Xenopus laevis], proteasome subunit LMP7 [Xenopus laevis], NA","P28062, P28074","PSMB8, PSMB5","LMP7 PSMB5i RING10 Y2, LMPX MB1 X","The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity"
ENOG411CXKZ,ENOG411CXKZ,10,10,28,64097446.4687501,107168490.8359375,85632968.6523438,1.671961938268261,0.7415420052557307,14,14,-1.4723169975186103,-0.5580883245958046,-1.3110180196701173,0.9050741621358646,0.9963104014522126,"148234030, Xelaev18041326m.g, Xelaev18039531m.g","GenBank, Xenbase_9.1","psmc1.S, psmc1.L","proteasome (prosome, macropain) 26S subunit, ATPase, 1 [Xenopus laevis], NA",P62191,PSMC1,NA,"Proteasome (Prosome, macropain) 26S subunit, ATPase, 1"
ENOG411CRY3,ENOG411CRY3,11,11,37,30312681.7197266,46546991.5,38429836.609863296,1.5355616481041527,0.6187664332703455,18,19,-1.3987011476426798,-0.48408774315202757,-1.3172805086337727,0.9061276919086114,0.9963104014522126,"160420251, Xelaev18027821m.g","GenBank, Xenbase_9.1",hdlbp.L,"high density lipoprotein binding protein (vigilin) [Xenopus laevis], NA",Q00341,HDLBP,HBP VGL,High density lipoprotein binding protein
ENOG411DFPC,ENOG411DFPC,15,15,67,90069631.19433591,150634894.2441406,120352262.71923825,1.6724271238451942,0.7419433466767187,31,36,-1.2733552410971765,-0.34863495896685476,-1.3229774064831046,0.907078554256625,0.9963104014522126,"119226362, 148226518, 163915945, 213623691, 213625217, 27371146, 464252, 49117115, 76780049, Xelaev18003255m.g, Xelaev18029577m.g","GenBank, Xenbase_9.1","ncl.L, ncl.S","Unknown (protein for IMAGE:6635793) [Xenopus laevis], nucleolin [Xenopus laevis], Unknown (protein for IMAGE:6632840) [Xenopus laevis], LOC397919 protein [Xenopus laevis], RecName: Full=Nucleolin; AltName: Full=Protein C23, Unknown (protein for IMAGE:4970011) [Xenopus laevis], Unknown (protein for IMAGE:3399570) [Xenopus laevis], NA",P19338,NCL,NA,nucleolin
ENOG411CSPJ,ENOG411CSPJ,10,10,32,20620019.90869141,57981272.953125,39300646.4309082,2.81189219069016,1.491541281843488,16,16,-1.4723169975186106,-0.5580883245958047,-1.4016359857863945,0.9194880123602035,0.9963104014522126,"147903908, Xelaev18017664m.g","GenBank, Xenbase_9.1",aass.L,"aminoadipate-semialdehyde synthase [Xenopus laevis], NA",Q9UDR5,AASS,NA,aminoadipate-semialdehyde synthase
ENOG411CS76,ENOG411CS76,1,1,1,32130.7392578125,32130.7392578125,32130.7392578125,NA,0,1,0,-2.9446339950372207,-1.5580883245958046,-1.4027453845546147,0.9196536107725888,0.9963104014522126,"147904561, 148232577, 148235385, 18203563, 4808454, 4808456, 4808458, 4808460, Xelaev18039288m.g, Xelaev18041075m.g, Xelaev18039889m.g, Xelaev18024274m.g, Xelaev18042512m.g","GenBank, Xenbase_9.1","dpf1.L, dpf3.S, dpf3.L, dpf2.S, dpf1.S","zinc finger protein ubi-d4 B [Xenopus laevis], uncharacterized protein LOC735179 [Xenopus laevis], zinc finger protein ubi-d4 A [Xenopus laevis], RecName: Full=Zinc finger protein ubi-d4 B; AltName: Full=Apoptosis response zinc finger protein B; AltName: Full=Protein requiem B; Short=xReq B, Requiem protein [Xenopus laevis], NA","Q92784, Q92785, Q92782","DPF3, DPF2, DPF1","BAF45C CERD4, BAF45D REQ UBID4, BAF45B NEUD4","D4, zinc and double PHD fingers family"
ENOG411CU9Q,ENOG411CU9Q,1,1,1,32130.7392578125,32130.7392578125,32130.7392578125,NA,0,1,0,-2.9446339950372207,-1.5580883245958046,-1.4027453845546147,0.9196536107725888,0.9963104014522126,Xelaev18005436m.g,Xenbase_9.1,naf1.L,NA,Q96HR8,NAF1,NA,nuclear assembly factor 1 homolog (S. cerevisiae)
ENOG411CU6I,ENOG411CU6I,1,1,1,1045301.09375,32130.7392578125,538715.91650390625,-32.532743344703405,-5.023820578592012,1,0,-2.9446339950372207,-1.5580883245958046,-1.4027453845546147,0.9196536107725888,0.9963104014522126,"148223543, Xelaev18039951m.g","GenBank, Xenbase_9.1",srp54.L,"signal recognition particle 54kDa [Xenopus laevis], NA",P61011,SRP54,NA,signal recognition particle 54kDa
ENOG411CQ9W,ENOG411CQ9W,1,1,1,310342.2890625,420013.03125,365177.66015625,1.3533863931944297,0.4365737890276369,1,0,-2.9446339950372207,-1.5580883245958046,-1.4027453845546147,0.9196536107725888,0.9963104014522126,"148228951, Xelaev18046373m.g, Xelaev18002402m.g","GenBank, Xenbase_9.1","fam134c.S, fam134c.L","family with sequence similarity 134, member C [Xenopus laevis], NA",Q86VR2,RETREG3,FAM134C,"Family with sequence similarity 134, member C"
ENOG411CUGY,ENOG411CUGY,1,1,1,113372.09765625,415875.546875,264623.822265625,3.668235443044866,1.8750862402449053,1,0,-2.9446339950372207,-1.5580883245958046,-1.4027453845546147,0.9196536107725888,0.9963104014522126,"115291995, 116487533, Xelaev18045280m.g, Xelaev18047585m.g","GenBank, Xenbase_9.1","dnaaf5.L, dnaaf5.S","LOC496065 protein [Xenopus laevis], MGC154857 protein [Xenopus laevis], NA",Q86Y56,DNAAF5,HEATR2,HEAT repeat containing 2
ENOG411CWWE,ENOG411CWWE,1,1,1,1004566.59375,3325158.75,2164862.671875,3.310043127740629,1.726850014546748,1,0,-2.9446339950372207,-1.5580883245958046,-1.4027453845546147,0.9196536107725888,0.9963104014522126,"147905215, Xelaev18037834m.g","GenBank, Xenbase_9.1",dhdh.S,"trans-1,2-dihydrobenzene-1,2-diol dehydrogenase [Xenopus laevis], NA",Q9UQ10,DHDH,2DD,dihydrodiol dehydrogenase (dimeric)
ENOG411D5J1,ENOG411D5J1,1,1,1,974812.6875,1417177.125,1195994.90625,1.4537942962503758,0.5398231504308401,1,0,-2.9446339950372207,-1.5580883245958046,-1.4027453845546147,0.9196536107725888,0.9963104014522126,"Xelaev18009743m.g, Xelaev18006206m.g",Xenbase_9.1,"atp5i.S, atp5i.L",NA,P56385,ATP5ME,ATP5I ATP5K,"ATP synthase, H transporting, mitochondrial Fo complex, subunit E"
ENOG411CWQ6,ENOG411CWQ6,1,1,1,522266.265625,678178.34375,600222.3046875,1.2985298656776516,0.3768791958180487,1,0,-2.9446339950372207,-1.5580883245958046,-1.4027453845546147,0.9196536107725888,0.9963104014522126,"116487984, Xelaev18016500m.g, Xelaev18013962m.g","GenBank, Xenbase_9.1","stim1.S, stim1.L","Stim1 protein [Xenopus laevis], NA",Q13586,STIM1,GOK,stromal interaction molecule 1
ENOG411CYFK,ENOG411CYFK,1,1,1,314818.1875,1273412.0625,794115.125,4.044912629134554,2.0161085405104733,1,0,-2.9446339950372207,-1.5580883245958046,-1.4027453845546147,0.9196536107725888,0.9963104014522126,"148229111, Xelaev18023971m.g, Xelaev18017404m.g, Xelaev18021285m.g","GenBank, Xenbase_9.1","aldh1l1.L, aldh1l2.L, aldh1l2.S","aldehyde dehydrogenase family 1 member L1 [Xenopus laevis], NA","Q3SY69, O75891","ALDH1L2, ALDH1L1",FTHFD,"Aldehyde dehydrogenase 1 family, member"
ENOG411CQ4U,ENOG411CQ4U,1,1,1,1428409.4375,2496175.875,1962292.65625,1.7475212704900656,0.805310015911886,1,0,-2.9446339950372207,-1.5580883245958046,-1.4027453845546147,0.9196536107725888,0.9963104014522126,"147899328, Xelaev18045559m.g, Xelaev18047791m.g","GenBank, Xenbase_9.1","mief2.L, mief2.S","Smith-Magenis syndrome chromosomal region candidate gene 7 protein homolog [Xenopus laevis], NA",Q96C03,MIEF2,MID49 SMCR7,"Smith-Magenis syndrome chromosome region, candidate 7"
ENOG411CZRS,ENOG411CZRS,1,1,1,194003.8984375,406112.875,300058.38671875,2.0933232696395154,1.0657951226269258,1,0,-2.9446339950372207,-1.5580883245958046,-1.4027453845546147,0.9196536107725888,0.9963104014522126,"229485493, 51704153, 71681246",GenBank,NA,"RecName: Full=Galactocerebrosidase; Short=GALCERase; AltName: Full=Galactosylceramidase; Flags: Precursor, LOC446948 protein [Xenopus laevis]",P54803,GALC,NA,galactosylceramidase
ENOG411CZ1E,ENOG411CZ1E,1,1,1,32130.7392578125,32130.7392578125,32130.7392578125,NA,0,1,0,-2.9446339950372207,-1.5580883245958046,-1.4027453845546147,0.9196536107725888,0.9963104014522126,"156119517, 295726, 671665, Xelaev18011327m.g","GenBank, Xenbase_9.1",pou2f1.L,"POU domain, class 2, transcription factor 1 [Xenopus laevis], octamer binding factor [Xenopus laevis], Oct-1 transcription factor [Xenopus laevis], NA",P14859,POU2F1,OCT1 OTF1,POU class 2 homeobox 1
ENOG411CRII,ENOG411CRII,1,1,1,488216.421875,2018636.875,1253426.6484375,4.134717278143585,2.047788684810129,1,0,-2.9446339950372207,-1.5580883245958046,-1.4027453845546147,0.9196536107725888,0.9963104014522126,"160420257, 82568554",GenBank,NA,"mitogen-activated protein kinase 7 [Xenopus laevis], ERK5 [Xenopus laevis]",Q13164,MAPK7,BMK1 ERK5 PRKM7,mitogen-activated protein kinase 7
ENOG411CTQH,ENOG411CTQH,1,1,1,333228.203125,536313.46875,434770.8359375,1.6094480110641145,0.6865659751434101,1,0,-2.9446339950372207,-1.5580883245958046,-1.4027453845546147,0.9196536107725888,0.9963104014522126,"148236045, Xelaev18013852m.g","GenBank, Xenbase_9.1",fam76b.L,"family with sequence similarity 76, member B [Xenopus laevis], NA","Q5HYJ3, Q8TAV0","FAM76B, FAM76A",NA,"Family with sequence similarity 76, member"
ENOG411CSGK,ENOG411CSGK,1,1,1,32130.7392578125,32130.7392578125,32130.7392578125,NA,0,1,0,-2.9446339950372207,-1.5580883245958046,-1.4027453845546147,0.9196536107725888,0.9963104014522126,"120538283, 172044108, Xelaev18034084m.g, Xelaev18032488m.g","GenBank, Xenbase_9.1","pycrl.S, pycrl.L","Pycrl protein [Xenopus laevis], RecName: Full=Pyrroline-5-carboxylate reductase 3; Short=P5C reductase 3; Short=P5CR 3; AltName: Full=Pyrroline-5-carboxylate reductase-like protein, NA",Q53H96,PYCR3,PYCRL,pyrroline-5-carboxylate reductase-like
ENOG411D3S8,ENOG411D3S8,1,1,1,550375.0625,1354611.4375,952493.25,2.461251480666423,1.2993920740392568,1,0,-2.9446339950372207,-1.5580883245958046,-1.4027453845546147,0.9196536107725888,0.9963104014522126,"148228665, 148230733, 213625115, Xelaev18044940m.g, Xelaev18047361m.g","GenBank, Xenbase_9.1","sumo1.L, sumo1.S","small ubiquitin-related modifier 1-A precursor [Xenopus laevis], small ubiquitin-related modifier 1-B precursor [Xenopus laevis], MGC85025 protein [Xenopus laevis], NA","P63165, G2XKQ0","SUMO1, SUMO1P1","SMT3C SMT3H3 UBL1, SUMO5 UBL2 UBL6",SMT3 suppressor of mif two 3 homolog 1 (S. cerevisiae)
ENOG411CP8G,ENOG411CP8G,1,1,1,144893.6484375,32130.7392578125,88512.19384765625,-4.509502482183615,-2.1729682747047487,1,0,-2.9446339950372207,-1.5580883245958046,-1.4027453845546147,0.9196536107725888,0.9963104014522126,"114107810, 133777114, 148223589, 31747006, 63101472, 82582270, Xelaev18007460m.g, Xelaev18014178m.g, Xelaev18011670m.g","GenBank, Xenbase_9.1","ssh1.L, ssh2.S, ssh2.L","MGC154316 protein [Xenopus laevis], SSH protein [Xenopus laevis], protein phosphatase Slingshot homolog [Xenopus laevis], slingshot-related protein [Xenopus laevis], RecName: Full=Protein phosphatase Slingshot homolog; Short=xSSH; AltName: Full=Slingshot-related protein, NA","Q8TE77, Q76I76, Q8WYL5","SSH3, SSH2, SSH1","SSH3L, KIAA1725 SSH2L, KIAA1298 SSH1L",slingshot homolog
ENOG411D2XR,ENOG411D2XR,1,1,1,612610.53125,1040573.46875,826592,1.6985889332113893,0.7643367555407421,1,0,-2.9446339950372207,-1.5580883245958046,-1.4027453845546147,0.9196536107725888,0.9963104014522126,"147900017, 148223523",GenBank,NA,"serine/arginine-rich splicing factor 7 [Xenopus laevis], MGC78845 protein [Xenopus laevis]",Q16629,SRSF7,SFRS7,Serine arginine-rich splicing factor 7
ENOG411CUEF,ENOG411CUEF,1,1,1,714045.625,1253529.4375,983787.53125,1.7555312904550042,0.8119077109335358,1,0,-2.9446339950372207,-1.5580883245958046,-1.4027453845546147,0.9196536107725888,0.9963104014522126,"148225282, 156119481, 160996792, 2497521, 308153458, 52354800, Xelaev18036889m.g, Xelaev18034598m.g","GenBank, Xenbase_9.1","kif11.S, kif11.L","kinesin-like protein KIF11-A [Xenopus laevis], kinesin-like protein KIF11-B [Xenopus laevis], Costal2 [Xenopus laevis], RecName: Full=Kinesin-like protein KIF11-A; AltName: Full=Kinesin-5; AltName: Full=Kinesin-related motor protein Eg5-2; Short=XLEg5K2, RecName: Full=Kinesin-like protein KIF11-B; AltName: Full=Kinesin-5; AltName: Full=Kinesin-related motor protein Eg5-1; Short=XLEg5K1; Short=XlEg5, LOC397908 protein [Xenopus laevis], NA",P52732,KIF11,EG5 KNSL1 TRIP5,kinesin family member 11
ENOG411CSEU,ENOG411CSEU,1,1,1,102526.2265625,32130.7392578125,67328.48291015625,-3.1909078013999017,-1.6739669237583121,1,0,-2.9446339950372207,-1.5580883245958046,-1.4027453845546147,0.9196536107725888,0.9963104014522126,"148229767, Xelaev18017783m.g","GenBank, Xenbase_9.1",fam185a.L,"hypothetical protein LOC735125 [Xenopus laevis], NA",Q8N0U4,FAM185A,NA,"Family with sequence similarity 185, member A"
ENOG411DEKD,ENOG411DEKD,1,1,1,32130.7392578125,32130.7392578125,32130.7392578125,NA,0,1,0,-2.9446339950372207,-1.5580883245958046,-1.4027453845546147,0.9196536107725888,0.9963104014522126,"Xelaev18038346m.g, Xelaev18038348m.g, Xelaev18038347m.g",Xenbase_9.1,"Xetrov90009883m.L, Xelaev18038348m.g, Xelaev18038347m.g",NA,NA,NA,NA,Complement component 5
ENOG411CU4S,ENOG411CU4S,1,1,1,180227.7421875,32130.7392578125,106179.24072265625,-5.6091999857637305,-2.4877950205890014,1,0,-2.9446339950372207,-1.5580883245958046,-1.4027453845546147,0.9196536107725888,0.9963104014522126,"148227234, 148229828, Xelaev18043214m.g, Xelaev18045976m.g","GenBank, Xenbase_9.1","cdk5rap3.L, cdk5rap3.S","CDK5 regulatory subunit associated protein 3 [Xenopus laevis], uncharacterized protein LOC734249 [Xenopus laevis], NA",Q96JB5,CDK5RAP3,IC53 LZAP,CDK5 regulatory subunit associated protein 3
ENOG411D4H9,ENOG411D4H9,1,1,1,457044.546875,434885.96875,445965.2578125,-1.0509526168174401,-0.07169762550988852,1,0,-2.9446339950372207,-1.5580883245958046,-1.4027453845546147,0.9196536107725888,0.9963104014522126,"352962141, 46249524, Xelaev18016962m.g","GenBank, Xenbase_9.1",pcbd2.L,"pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2 [Xenopus laevis], MGC81188 protein [Xenopus laevis], NA",Q9H0N5,PCBD2,DCOH2 DCOHM,Pterin-4 alpha-carbinolamine dehydratase dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2
ENOG411CWDI,ENOG411CWDI,1,1,1,330580.703125,203512.15625,267046.4296875,-1.6243781659848635,-0.6998875405766362,1,0,-2.9446339950372207,-1.5580883245958046,-1.4027453845546147,0.9196536107725888,0.9963104014522126,"148226849, Xelaev18007350m.g","GenBank, Xenbase_9.1",osgep.L,"probable tRNA threonylcarbamoyladenosine biosynthesis protein osgep [Xenopus laevis], NA",Q9NPF4,OSGEP,GCPL1,O-sialoglycoprotein endopeptidase
ENOG411DAJB,ENOG411DAJB,1,1,1,217588.9375,129427.3046875,173508.12109375,-1.6811671851265446,-0.7494632017659593,1,0,-2.9446339950372207,-1.5580883245958046,-1.4027453845546147,0.9196536107725888,0.9963104014522126,"147904326, Xelaev18019905m.g","GenBank, Xenbase_9.1",ikbip.S,"IKBKB interacting protein [Xenopus laevis], NA",NA,NA,NA,Inherit from opiNOG: IKBKB interacting protein
ENOG411CXVT,ENOG411CXVT,1,1,1,1950349.4375,5730748.75,3840549.09375,2.9383189698281953,1.5549910164561962,1,0,-2.9446339950372207,-1.5580883245958046,-1.4027453845546147,0.9196536107725888,0.9963104014522126,"Xelaev18004108m.g, Xelaev18021153m.g",Xenbase_9.1,"trhde.L, trhde.S",NA,Q9UKU6,TRHDE,NA,thyrotropin-releasing hormone degrading enzyme
ENOG411CSJV,ENOG411CSJV,1,1,1,32130.7392578125,32130.7392578125,32130.7392578125,NA,0,1,0,-2.9446339950372207,-1.5580883245958046,-1.4027453845546147,0.9196536107725888,0.9963104014522126,"148225724, 148229218, Xelaev18037901m.g, Xelaev18022051m.g, Xelaev18024317m.g, Xelaev18017954m.g","GenBank, Xenbase_9.1","cpt1a.S, loc100490391-like.L, loc100490391-like.S, cpt1b.L","carnitine palmitoyltransferase 1A (liver) [Xenopus laevis], carnitine palmitoyltransferase 1B (muscle) [Xenopus laevis], NA","P50416, Q92523, Q8TCG5","CPT1A, CPT1B, CPT1C","CPT1, KIAA1670, CATL1",Carnitine palmitoyltransferase
ENOG411CQIC,ENOG411CQIC,1,1,1,52631.7109375,290437.140625,171534.42578125,5.5182918330337625,2.464221755157563,1,0,-2.9446339950372207,-1.5580883245958046,-1.4027453845546147,0.9196536107725888,0.9963104014522126,"148237388, Xelaev18007376m.g, Xelaev18010324m.g","GenBank, Xenbase_9.1","parp2.L, parp2.S","poly (ADP-ribose) polymerase 2 [Xenopus laevis], NA",Q9UGN5,PARP2,ADPRT2 ADPRTL2,poly (ADP-ribose) polymerase 2
ENOG411CZW8,ENOG411CZW8,1,1,1,211145.96875,143817.609375,177481.7890625,-1.4681510120185866,-0.5540003694654123,1,0,-2.9446339950372207,-1.5580883245958046,-1.4027453845546147,0.9196536107725888,0.9963104014522126,"147903881, Xelaev18016892m.g","GenBank, Xenbase_9.1",vdac1.L,"voltage-dependent anion channel 1 [Xenopus laevis], NA",P21796,VDAC1,VDAC,Voltage-dependent anion channel 1
ENOG411CVTR,ENOG411CVTR,1,1,1,525602.953125,713361.8125,619482.3828125,1.3572256553329274,0.44066060636088034,1,0,-2.9446339950372207,-1.5580883245958046,-1.4027453845546147,0.9196536107725888,0.9963104014522126,"114108043, 118835441, 27503247, Xelaev18015022m.g, Xelaev18012160m.g","GenBank, Xenbase_9.1","srsf1.S, srsf1.L","Sfrs1 protein [Xenopus laevis], NA",Q07955,SRSF1,ASF SF2 SF2P33 SFRS1,Serine arginine-rich splicing factor 1
ENOG411CQB7,ENOG411CQB7,1,1,1,32130.7392578125,32130.7392578125,32130.7392578125,NA,0,1,0,-2.9446339950372207,-1.5580883245958046,-1.4027453845546147,0.9196536107725888,0.9963104014522126,"148231027, 49119498, Xelaev18023167m.g, Xelaev18006667m.g, Xelaev18001121m.g, Xelaev18025268m.g","GenBank, Xenbase_9.1","eps15.L, eps15l1.L, eps15l1.S, eps15.S","epidermal growth factor receptor pathway substrate 15-like 1 [Xenopus laevis], Eps15R protein [Xenopus laevis], NA","P42566, Q9UBC2","EPS15, EPS15L1","AF1P, EPS15R",Epidermal growth factor receptor pathway substrate
ENOG411CX25,ENOG411CX25,1,1,1,1420868.75,2191646.375,1806257.5625,1.5424692639626285,0.625241741776322,1,0,-2.9446339950372207,-1.5580883245958046,-1.4027453845546147,0.9196536107725888,0.9963104014522126,148234336,GenBank,NA,"polymerase (RNA) II (DNA directed) polypeptide C, 33kDa [Xenopus laevis]",P19387,POLR2C,NA,"Polymerase (RNA) II (DNA directed) polypeptide C, 33kDa"
ENOG411CYY7,ENOG411CYY7,1,1,1,826779.53125,1528759.8125,1177769.671875,1.8490537739712578,0.886787181645069,1,0,-2.9446339950372207,-1.5580883245958046,-1.4027453845546147,0.9196536107725888,0.9963104014522126,148235465,GenBank,NA,mitochondrial ribosomal protein L18 [Xenopus laevis],Q9H0U6,MRPL18,NA,Mitochondrial ribosomal protein L18
ENOG411CPVF,ENOG411CPVF,1,1,1,295937.515625,32130.7392578125,164034.12744140625,-9.210417265859938,-3.203266517201577,1,0,-2.9446339950372207,-1.5580883245958046,-1.4027453845546147,0.9196536107725888,0.9963104014522126,"301171199, 30277683",GenBank,NA,"peptidylprolyl isomerase (cyclophilin)-like 1 [Xenopus laevis], LOC398596 protein [Xenopus laevis]",Q9Y3C6,PPIL1,CYPL1,PPIases accelerate the folding of proteins (By similarity)
ENOG411CUWQ,ENOG411CUWQ,1,1,1,92869.80859375,197450.7109375,145160.259765625,2.1261022707737998,1.0882109957351886,1,0,-2.9446339950372207,-1.5580883245958046,-1.4027453845546147,0.9196536107725888,0.9963104014522126,"141795385, Xelaev18014869m.g","GenBank, Xenbase_9.1",zc3h11a.S,"LOC100049151 protein [Xenopus laevis], NA","O75152, A0A1B0GTU1","ZC3H11A, ZC3H11B","KIAA0663 ZC3HDC11A, ZC3HDC11B",Zinc finger CCCH-type containing 11A
ENOG411CRWM,ENOG411CRWM,1,1,1,915526.875,1408513.75,1162020.3125,1.5384734063650507,0.6214995058509474,1,0,-2.9446339950372207,-1.5580883245958046,-1.4027453845546147,0.9196536107725888,0.9963104014522126,"133777336, 148223854, 27371279, Xelaev18013773m.g, Xelaev18016222m.g","GenBank, Xenbase_9.1","nup58.L, nup58.S","Nupl1 protein [Xenopus laevis], uncharacterized protein LOC734326 [Xenopus laevis], Nupl1-prov protein [Xenopus laevis], NA",Q9BVL2,NUP58,KIAA0410 NUPL1,Nucleoporin like 1
ENOG411CS9W,ENOG411CS9W,1,1,1,43493.0947265625,116824.98828125,80159.04150390625,2.6860583045588977,1.425490620768726,1,0,-2.9446339950372207,-1.5580883245958046,-1.4027453845546147,0.9196536107725888,0.9963104014522126,"147905728, 148222027, 327533713, 333944646, Xelaev18018792m.g, Xelaev18000575m.g","GenBank, Xenbase_9.1","ikbkb.L, chuk.S","inhibitor of nuclear factor kappa-B kinase subunit alpha [Xenopus laevis], inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta [Xenopus laevis], Chain A, Crystal Structure Of Inhibitor Of Kappa B Kinase Beta, Chain A, Crystal Structure Of Inhibitor Of Kappab Kinase Beta (I4122), NA","O15111, O14920","CHUK, IKBKB","IKKA TCF16, IKKB","Inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta"
ENOG411DG52,ENOG411DG52,1,1,1,309567.875,577169.4375,443368.65625,1.8644358284915707,0.8987391422388266,1,0,-2.9446339950372207,-1.5580883245958046,-1.4027453845546147,0.9196536107725888,0.9963104014522126,"148227538, Xelaev18014036m.g, Xelaev18016380m.g, Xelaev18016381m.g","GenBank, Xenbase_9.1","Xelaev18014036m.g, Xelaev18016380m.g, Xelaev18016381m.g","synaptotagmin-like 2 [Xenopus laevis], NA",NA,NA,NA,Synaptotagmin-like 2
