accession,ctrl_PSMs_b1,ctrl_PSMs_b2,exp_PSMs_b1,exp_PSMs_b2,PSM_zscore_b1,PSM_zscore_b2,PSM_log2fc_b1,PSM_log2fc_b2,mean_ctrl_PSMs,mean_exp_PSMs,joint_zscore,pval,fdr_bh,description,xl_id,xl_id_source,xenla_xen_base_gene_names,xenla_gen_bank_description,human_uni_prot_id,human_gene_names_primary,human_gene_names_synonyms,egg_nog_annotation,conf_90,conf_95,conf_99
ENOG411CZAR,27,11,33,11,0.15907350913002602,-1.1619704587659265,0.057919123486995475,-0.5580883245958046,19,22,-0.7091552339188487,0.76088592496351,0.9391745708434478,ENOG411CZAR,"148235981, Xelaev18015215m.g","GenBank, Xenbase_9.1",eif3i.S,"eukaryotic translation initiation factor 3 subunit I [Xenopus laevis], NA",Q13347,EIF3I,EIF3S2 TRIP1,"Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is required for several steps in the initiation of protein synthesis. The eIF-3 complex associates with the 40S ribosome and facilitates the recruitment of eIF-1, eIF-1A, eIF-2 GTP methionyl-tRNAi and eIF-5 to form the 43S preinitiation complex (43S PIC). The eIF-3 complex stimulates mRNA recruitment to the 43S PIC and scanning of the mRNA for AUG recognition. The eIF-3 complex is also required for disassembly and recycling of post-termination ribosomal complexes and subsequently prevents premature joining of the 40S and 60S ribosomal subunits prior to initiation (By similarity)",FALSE,FALSE,FALSE
ENOG411CYKW,3,1,2,1,-0.655907052284281,-0.35022393103409144,-0.637226294984584,-0.5580883245958046,2,1.5,-0.7114420410663103,0.7615948226054824,0.9391745708434478,ENOG411CYKW,"Xelaev18042044m.g, Xelaev18042043m.g, Xelaev18038762m.g",Xenbase_9.1,"Xelaev18042044m.g, abcb7.S, abcb7.L",NA,O75027,ABCB7,ABC7,"ATP-binding cassette, sub-family B (MDR TAP), member 7",FALSE,FALSE,FALSE
ENOG411CRVB,3,1,2,1,-0.655907052284281,-0.35022393103409144,-0.637226294984584,-0.5580883245958046,2,1.5,-0.7114420410663103,0.7615948226054824,0.9391745708434478,ENOG411CRVB,"148224878, Xelaev18005850m.g, Xelaev18009519m.g","GenBank, Xenbase_9.1","nup54.L, nup54.S","nucleoporin 54kDa [Xenopus laevis], NA",Q7Z3B4,NUP54,NA,Nucleoporin 54kDa,FALSE,FALSE,FALSE
ENOG411CURP,5,0,1,1,-1.9144285991826628,0.9074626683455742,-1.8071512964268959,0.44191167540419546,2.5,1,-0.7120324381187293,0.7617776553537919,0.9391745708434478,ENOG411CURP,Xelaev18044966m.g,Xenbase_9.1,fastkd2.L,NA,Q9NYY8,FASTKD2,KIAA0971,FAST kinase domains 2,FALSE,FALSE,FALSE
ENOG411D3JR,51,16,49,25,-1.0507245565407894,0.03792079316787613,-0.2787723240721076,0.054888552294948,33.5,37,-0.7161604090922423,0.7630538468694312,0.9391745708434478,ENOG411D3JR,"147904232, 148224536",GenBank,NA,"ribosomal protein L30 [Xenopus laevis], MGC82844 protein [Xenopus laevis]",P62888,RPL30,NA,Ribosomal protein L30,FALSE,FALSE,FALSE
ENOG411CZ5P,75,27,79,39,-0.7069257736975582,-0.30599643075971916,-0.14818821426196316,-0.043515151766046194,51,59,-0.7162441595861674,0.7630796999736326,0.9391745708434478,ENOG411CZ5P,"148231041, 46250346, Xelaev18022995m.g, Xelaev18010088m.g, Xelaev18025130m.g, Xelaev18006864m.g","GenBank, Xenbase_9.1","pgm1.L, pgm5.S, pgm1.S, pgm5.L","phosphoglucomutase 1 [Xenopus laevis], LOC414455 protein [Xenopus laevis], NA","P36871, Q15124","PGM1, PGM5",PGMRP,Phosphoglucomutase,FALSE,FALSE,FALSE
ENOG411CZ06,0,2,1,0,0.9620881951337295,-1.9838164617531149,0.7778112042942601,-2.1430508253169607,1,0.5,-0.7224709858565442,0.7649975212783753,0.9391745708434478,ENOG411CZ06,"148223011, 148225883",GenBank,NA,"oligosaccharyltransferase complex subunit ostc-B [Xenopus laevis], oligosaccharyltransferase complex subunit ostc-A [Xenopus laevis]",Q9NRP0,OSTC,NA,Oligosaccharyltransferase complex subunit,FALSE,FALSE,FALSE
ENOG411D5EY,0,2,1,0,0.9620881951337295,-1.9838164617531149,0.7778112042942601,-2.1430508253169607,1,0.5,-0.7224709858565442,0.7649975212783753,0.9391745708434478,ENOG411D5EY,"160420283, Xelaev18038692m.g, Xelaev18043545m.g","GenBank, Xenbase_9.1","Xelaev18038692m.g, Xelaev18043545m.g","H+ transporting F1 ATP synthase epsilon subunit [Xenopus laevis], NA","P56381, Q5VTU8","ATP5F1E, ATP5F1EP2","ATP5E, ATP5EP2","Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core, and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Part of the complex F(1) domain and of the central stalk which is part of the complex rotary element. Rotation of the central stalk against the surrounding alpha(3)beta(3) subunits leads to hydrolysis of ATP in three separate catalytic sites on the beta subunits",FALSE,FALSE,FALSE
ENOG411CXYY,0,2,1,0,0.9620881951337295,-1.9838164617531149,0.7778112042942601,-2.1430508253169607,1,0.5,-0.7224709858565442,0.7649975212783753,0.9391745708434478,ENOG411CXYY,Xelaev18026638m.g,Xenbase_9.1,mrps5.L,NA,P82675,MRPS5,NA,mitochondrial ribosomal protein S5,FALSE,FALSE,FALSE
ENOG411CQWE,0,2,1,0,0.9620881951337295,-1.9838164617531149,0.7778112042942601,-2.1430508253169607,1,0.5,-0.7224709858565442,0.7649975212783753,0.9391745708434478,ENOG411CQWE,"1055224, 1531585, 213623438, Xelaev18001836m.g, Xelaev18002582m.g","GenBank, Xenbase_9.1","cnbp.L, cnbp.S","cellular nucleic acid binding protein [Xenopus laevis], CNBP protein [Xenopus laevis], NA",P62633,CNBP,RNF163 ZNF9,"CCHC-type zinc finger, nucleic acid binding protein",FALSE,FALSE,FALSE
ENOG411CUDK,41,9,44,11,-0.43504804340310177,-0.5911052890211079,-0.12265312215482568,-0.29505391876201087,25,27.5,-0.7255999798943322,0.7659579832802735,0.9391745708434478,ENOG411CUDK,"148232668, 148234128, Xelaev18014517m.g, Xelaev18011786m.g","GenBank, Xenbase_9.1","prdx4.S, prdx4.L","peroxiredoxin 4 precursor [Xenopus laevis], uncharacterized protein LOC496089 precursor [Xenopus laevis], NA",Q13162,PRDX4,NA,Peroxiredoxin 4,FALSE,FALSE,FALSE
ENOG411CTCX,5,3,6,2,0.03654654547233084,-1.0703964917615538,2.0362563070790374e-4,-0.9731258238746485,4,4,-0.7310423077504574,0.7676233442975355,0.9391745708434478,ENOG411CTCX,"147902669, 148236498, Xelaev18009764m.g","GenBank, Xenbase_9.1",ndufs7.S,"MGC85267 protein [Xenopus laevis], NADH dehydrogenase (ubiquinone) Fe-S protein 7, 20kDa (NADH-coenzyme Q reductase) [Xenopus laevis], NA",O75251,NDUFS7,NA,"NADH dehydrogenase (ubiquinone) Fe-S protein 7, 20kDa (NADH-coenzyme Q reductase)",FALSE,FALSE,FALSE
ENOG411CU47,3,6,1,10,-1.2143746038065502,0.16458204803885354,-1.2221887957057398,0.09398837198388843,4.5,5.5,-0.7423154350224951,0.771051878904211,0.9391745708434478,ENOG411CU47,"148228309, 49115756, Xelaev18043568m.g, Xelaev18046296m.g, Xelaev18029470m.g, Xelaev18043566m.g, Xelaev18002114m.g","GenBank, Xenbase_9.1","Xelaev18043568m.g, ogfr.S, ogfrl1.S, MGC64368.L, ogfrl1.L","uncharacterized protein LOC379466 [Xenopus laevis], LOC443624 protein [Xenopus laevis], NA","Q9NZT2, Q5TC84","OGFR, OGFRL1",NA,opioid growth factor,FALSE,FALSE,FALSE
ENOG411D0DG,34,11,34,15,-0.693681127994476,-0.35674696613614,-0.22218879570573988,-0.1430508253169608,22.5,24.5,-0.7427648285086195,0.7711879635931095,0.9391745708434478,ENOG411D0DG,"147906063, 148230983, Xelaev18030618m.g, Xelaev18032786m.g","GenBank, Xenbase_9.1","gars.L, gars.S","hypothetical protein LOC734988 [Xenopus laevis], glycyl-tRNA synthetase [Xenopus laevis], NA",P41250,GARS,NA,Glycyl-tRNA synthetase,FALSE,FALSE,FALSE
ENOG411D119,5,4,6,3,0.03654654547233084,-1.0919010396553943,2.0362563070790374e-4,-0.8800164194831669,4.5,4.5,-0.746248319392543,0.7722412878696421,0.9391745708434478,ENOG411D119,"148225114, Xelaev18005868m.g","GenBank, Xenbase_9.1",mrpl1.L,"mitochondrial ribosomal protein L1 [Xenopus laevis], NA",Q9BYD6,MRPL1,NA,mitochondrial ribosomal protein L1,FALSE,FALSE,FALSE
ENOG411CVY4,9,4,16,1,1.0443509954271835,-2.1036256810197846,0.5433459506572371,-1.880016419483167,6.5,8.5,-0.7490203133217763,0.7730775189278953,0.9391745708434478,ENOG411CVY4,147907236,GenBank,NA,translationally-controlled tumor protein homolog [Xenopus laevis],"P13693, Q56UQ5, Q9HAU6","TPT1, TPT1P8",NA,"tumor protein, translationally-controlled 1",FALSE,FALSE,FALSE
ENOG411CRNM,4,0,2,0,-1.060204139371932,0,-0.9591543898719462,0,2,1,-0.7496775363919406,0.7732755300185588,0.9391745708434478,ENOG411CRNM,"148229195, Xelaev18039299m.g, Xelaev18042518m.g","GenBank, Xenbase_9.1","pld3.L, pld3.S","phospholipase D3 [Xenopus laevis], NA","Q8N7P1, Q96BZ4, Q8IV08","PLD5, PLD4, PLD3",C14orf175,"phospholipase D family, member",FALSE,FALSE,FALSE
ENOG411CRVR,4,0,2,0,-1.060204139371932,0,-0.9591543898719462,0,2,1,-0.7496775363919406,0.7732755300185588,0.9391745708434478,ENOG411CRVR,"147905468, Xelaev18030071m.g","GenBank, Xenbase_9.1",cpsf3.S,"cleavage and polyadenylation specific factor 3, 73kDa [Xenopus laevis], NA",Q9UKF6,CPSF3,CPSF73,"cleavage and polyadenylation specific factor 3, 73kDa",FALSE,FALSE,FALSE
ENOG411CXVH,4,0,2,0,-1.060204139371932,0,-0.9591543898719462,0,2,1,-0.7496775363919406,0.7732755300185588,0.9391745708434478,ENOG411CXVH,Xelaev18022128m.g,Xenbase_9.1,lgals12.L,NA,Q96DT0,LGALS12,GRIP1,"Lectin, galactoside-binding, soluble, 12",FALSE,FALSE,FALSE
ENOG411CZN5,7,5,6,6,-0.5933836601624801,-0.47313977652941536,-0.41483387364813584,-0.33569590325935644,6,6,-0.7541459543792207,0.7746192070334641,0.9391745708434478,ENOG411CZN5,114108055,GenBank,NA,MGC154345 protein [Xenopus laevis],NA,NA,NA,acyl coa dehydrogenase 6-like,FALSE,FALSE,FALSE
ENOG411D3K8,4,2,8,0,0.9167885549138486,-1.9838164617531149,0.62580811084921,-2.1430508253169607,3,4,-0.7545026686413329,0.7747262782251524,0.9391745708434478,ENOG411D3K8,"291290931, Xelaev18039054m.g","GenBank, Xenbase_9.1",snrpd2.L,"small nuclear ribonucleoprotein D2 polypeptide 16.5kDa [Xenopus laevis], NA",P62316,SNRPD2,SNRPD1,small nuclear ribonucleoprotein D2 polypeptide 16.5kDa,FALSE,FALSE,FALSE
ENOG411CPUN,46,13,54,14,-0.003945057087621448,-1.064969795468899,0.004582066141282177,-0.45855265104489024,29.5,34,-0.7558369407537341,0.7751265172400668,0.9391745708434478,ENOG411CPUN,"148237924, Xelaev18045189m.g, Xelaev18047512m.g","GenBank, Xenbase_9.1","nomo3.L, nomo3.S","NODAL modulator 3 [Xenopus laevis], NA","Q15155, Q5JPE7, P69849","NOMO1, NOMO2, NOMO3","PM5, NA",nodal modulator,FALSE,FALSE,FALSE
ENOG411CPNQ,0,3,0,2,0,-1.0703964917615538,0,-0.9731258238746485,1.5,1,-0.7568846178828851,0.7754405041721655,0.9391745708434478,ENOG411CPNQ,"169642137, Xelaev18027241m.g, Xelaev18020311m.g, Xelaev18018578m.g","GenBank, Xenbase_9.1","Xetrov90013451m.L, snrnp200.S, snrnp200.L","LOC100158290 protein [Xenopus laevis], NA","Q8N3C0, O75643","ASCC3, SNRNP200","HELIC1, ASCC3L1 HELIC2 KIAA0788",activating signal cointegrator 1 complex subunit 3,FALSE,FALSE,FALSE
ENOG411CQI4,26,11,35,9,0.5489828490297326,-1.6246073885551677,0.19284870357310382,-0.8211227304295983,18.5,22,-0.7605814059090927,0.7765464353501503,0.9391745708434478,ENOG411CQI4,148230098,GenBank,NA,"adaptor-related protein complex 2, mu 1 subunit [Xenopus laevis]",Q96CW1,AP2M1,CLAPM1 KIAA0109,"Adaptor-related protein complex 2, mu 1 subunit",FALSE,FALSE,FALSE
ENOG411CQGI,18,6,18,7,-0.504633174264681,-0.5726363492053768,-0.22218879570573988,-0.36544324665340877,12,12.5,-0.7617445852112784,0.7768937701663559,0.9391745708434478,ENOG411CQGI,"148225550, 148230198, Xelaev18014174m.g, Xelaev18001333m.g, Xelaev18007461m.g, Xelaev18011676m.g, Xelaev18002708m.g","GenBank, Xenbase_9.1","coro6.S, Xelaev18001333m.g, Xelaev18007461m.g, coro6.L, Xelaev18002708m.g","similar to coronin, actin binding protein 1C [Xenopus laevis], coronin, actin binding protein, 1C [Xenopus laevis], NA","Q9BR76, Q6QEF8, Q9ULV4","CORO1B, CORO6, CORO1C",CRN2 CRNN4,"coronin, actin binding protein",FALSE,FALSE,FALSE
ENOG411CY52,24,4,23,5,-0.7292767484603514,-0.3579397986894559,-0.2810824847593085,-0.29505391876201087,14,14,-0.7687781931078526,0.77898750171559,0.9391745708434478,ENOG411CY52,"147902718, Xelaev18015572m.g","GenBank, Xenbase_9.1",gtpbp6.S,"putative GTP-binding protein 6 [Xenopus laevis], NA",O43824,GTPBP6,PGPL,GTP binding protein 6,FALSE,FALSE,FALSE
ENOG411CQAD,13,7,13,8,-0.42883078335195796,-0.6610271705521472,-0.22218879570573988,-0.3881633231534922,10,10.5,-0.7706459497356885,0.779541591310052,0.9391745708434478,ENOG411CQAD,"126631288, 147900456, 27370913, 44968390, Xelaev18003572m.g","GenBank, Xenbase_9.1",rpl13.L,"LOC100049095 protein [Xenopus laevis], ribosomal protein L13 [Xenopus laevis], Similar to ribosomal protein L13 [Xenopus laevis], NA",P26373,RPL13,BBC1,ribosomal protein L13,FALSE,FALSE,FALSE
ENOG411CU4Z,0,4,0,3,0,-1.0919010396553943,0,-0.8800164194831669,2,1.5,-0.7720906295249707,0.7799696241362349,0.9391745708434478,ENOG411CU4Z,"147900522, 52222134, Xelaev18016974m.g","GenBank, Xenbase_9.1",hmmr.L,"hyaluronan-mediated motility receptor (RHAMM) [Xenopus laevis], microtubule associated protein [Xenopus laevis], NA",O75330,HMMR,IHABP RHAMM,Hyaluronan-mediated motility receptor (RHAMM),FALSE,FALSE,FALSE
ENOG411CPX5,149,41,164,58,-0.6017677768573356,-0.49127897892734973,-0.084685271955805,-0.06776269801272355,95,111,-0.772900773169307,0.7802094464337568,0.9391745708434478,ENOG411CPX5,"165968992, 4033762, 54038206, Xelaev18043196m.g, Xelaev18045954m.g","GenBank, Xenbase_9.1","kpnb1.L, kpnb1.S","importin beta 1 [Xenopus laevis], RecName: Full=Importin subunit beta; AltName: Full=Importin-90; AltName: Full=Karyopherin subunit beta; AltName: Full=p97, LOC495201 protein [Xenopus laevis], NA",Q14974,KPNB1,NTF97,karyopherin (importin) beta 1,FALSE,FALSE,FALSE
ENOG411CRXT,0,2,0,1,0,-1.0958656088193481,0,-1.143050825316961,1,0.5,-0.7748940032652855,0.7807988520401397,0.9391745708434478,ENOG411CRXT,"148230056, 19698568, 27371255, Xelaev18045897m.g, Xelaev18043132m.g","GenBank, Xenbase_9.1","smarce1.S, smarce1.L","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 [Xenopus laevis], Baf57 [Xenopus laevis], Smarce1 protein [Xenopus laevis], NA",Q969G3,SMARCE1,BAF57,"SWI SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1",FALSE,FALSE,FALSE
ENOG411DF65,0,2,0,1,0,-1.0958656088193481,0,-1.143050825316961,1,0.5,-0.7748940032652855,0.7807988520401397,0.9391745708434478,ENOG411DF65,"156713279, 290648380",GenBank,NA,"xSox-B1 [Xenopus laevis], transcription factor Sox-3-B [Xenopus laevis]",NA,NA,NA,SRY (sex determining region Y)-box 3,FALSE,FALSE,FALSE
ENOG411CP69,0,2,0,1,0,-1.0958656088193481,0,-1.143050825316961,1,0.5,-0.7748940032652855,0.7807988520401397,0.9391745708434478,ENOG411CP69,"Xelaev18039530m.g, Xelaev18041327m.g",Xenbase_9.1,"mrps10.L, mrps10.S",NA,P82664,MRPS10,NA,mitochondrial ribosomal protein S10,FALSE,FALSE,FALSE
ENOG411D32C,0,2,0,1,0,-1.0958656088193481,0,-1.143050825316961,1,0.5,-0.7748940032652855,0.7807988520401397,0.9391745708434478,ENOG411D32C,"147903565, 148226805, 57032511, Xelaev18020299m.g, Xelaev18018596m.g","GenBank, Xenbase_9.1","h2afv.S, h2afv.L","MGC85536 protein [Xenopus laevis], variant histone H2A.Zl1 [Xenopus laevis], LOC397949 protein [Xenopus laevis], NA","Q71UI9, P0C0S5","H2AFV, H2AFZ","H2AV, H2AZ","H2A histone family, member",FALSE,FALSE,FALSE
ENOG411CXQE,0,2,0,1,0,-1.0958656088193481,0,-1.143050825316961,1,0.5,-0.7748940032652855,0.7807988520401397,0.9391745708434478,ENOG411CXQE,"147906392, Xelaev18005564m.g, Xelaev18009287m.g","GenBank, Xenbase_9.1","rab33b.L, rab33b.S","RAB33B, member RAS oncogene family [Xenopus laevis], NA",Q9H082,RAB33B,NA,"RAB33B, member RAS oncogene family",FALSE,FALSE,FALSE
ENOG411CVPT,0,2,0,1,0,-1.0958656088193481,0,-1.143050825316961,1,0.5,-0.7748940032652855,0.7807988520401397,0.9391745708434478,ENOG411CVPT,"148232373, 213623908, Xelaev18013399m.g","GenBank, Xenbase_9.1",baz2a.L,"bromodomain adjacent to zinc finger domain protein 2A [Xenopus laevis], Chromatin remodelling factor BAZ2A-like [Xenopus laevis], NA",Q9UIF9,BAZ2A,KIAA0314 TIP5,"Bromodomain adjacent to zinc finger domain, 2A",FALSE,FALSE,FALSE
ENOG411CUCB,13,9,18,7,0.47139214527666873,-1.568531579400683,0.2183837956802415,-0.8800164194831669,11,12.5,-0.775794733776262,0.7810649030671812,0.9391745708434478,ENOG411CUCB,148234494,GenBank,NA,"RAB11A, member RAS oncogene family [Xenopus laevis]",P62491,RAB11A,RAB11,member RAS oncogene family,FALSE,FALSE,FALSE
ENOG411CXJA,76,26,86,33,-0.2485495667698385,-0.8503656868844317,-0.04603184055191292,-0.22551298550893364,51,59.5,-0.7770504278082693,0.7814354904029323,0.9391745708434478,ENOG411CXJA,"114108108, 12004634, 148236729, Xelaev18037847m.g","GenBank, Xenbase_9.1",ruvbl2.S,"LOC398205 protein [Xenopus laevis], reptin [Xenopus laevis], RuvB-like protein 2 [Xenopus laevis], NA",Q9Y230,RUVBL2,INO80J TIP48 TIP49B,RuvB-like 2 (E. coli),FALSE,FALSE,FALSE
ENOG411D3BP,1,2,3,0,0.8780151083740113,-1.9838164617531149,0.7778112042942601,-2.1430508253169607,1.5,1.5,-0.7819196356196259,0.7828690977363391,0.9391745708434478,ENOG411D3BP,"148232387, Xelaev18023543m.g","GenBank, Xenbase_9.1",ndufa6.L,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 6, 14kDa [Xenopus laevis], NA",P56556,NDUFA6,LYRM6 NADHB14,"Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed to be not involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone",FALSE,FALSE,FALSE
ENOG411CVUS,4,2,3,2,-0.6179161634187114,-0.4953088683708566,-0.5441168905931022,-0.5580883245958046,3,2.5,-0.7871689689650134,0.784408520059042,0.9391745708434478,ENOG411CVUS,"148235755, Xelaev18041171m.g","GenBank, Xenbase_9.1",trmt61a.S,"tRNA methyltransferase 61 homolog A [Xenopus laevis], NA",Q96FX7,TRMT61A,C14orf172 TRM61,tRNA methyltransferase 61 homolog A (S. cerevisiae),FALSE,FALSE,FALSE
ENOG411CQKQ,65,33,77,40,0.05153154769756033,-1.1709705361187854,0.01881930379805483,-0.28799916122806035,49,58.5,-0.79156289983725725,0.7856922066865856,0.9391745708434478,ENOG411CQKQ,"1170732, 1170735, 1170736, 147906570, 148224415, 148227690, Xelaev18021657m.g, Xelaev18016867m.g, Xelaev18019895m.g","GenBank, Xenbase_9.1","Xelaev18021657m.g, Xelaev18016867m.g, Xelaev18019895m.g","RecName: Full=L-lactate dehydrogenase A chain; Short=LDH-A, RecName: Full=L-lactate dehydrogenase B chain; Short=LDH-B, RecName: Full=L-lactate dehydrogenase C chain; Short=LDH-C, lactate dehydrogenase A [Xenopus laevis], L-lactate dehydrogenase B chain [Xenopus laevis], NA","P00338, P07195","LDHA, LDHB",NA,Lactate dehydrogenase,FALSE,FALSE,FALSE
ENOG411CQ74,11,10,17,7,0.7414151757475869,-1.8620375146775157,0.3627737050154163,-1.017519943233102,10.5,12,-0.7923996550064822,0.7859361597397801,0.9391745708434478,ENOG411CQ74,Xelaev18026574m.g,Xenbase_9.1,loc100485177.L,NA,Q9HDC9,APMAP,C20orf3,adipocyte plasma membrane associated protein,FALSE,FALSE,FALSE
ENOG411D1IY,2,1,3,0,0.27984351666493296,-1.4027453845546147,0.1928487035731041,-1.5580883245958046,1.5,1.5,-0.7940115253918347,0.7864056391233454,0.9391745708434478,ENOG411D1IY,Xelaev18016281m.g,Xenbase_9.1,alkbh8.S,NA,Q96BT7,ALKBH8,ABH8,"alkB, alkylation repair homolog 8 (E. coli)",FALSE,FALSE,FALSE
ENOG411D5J1,2,1,3,0,0.27984351666493296,-1.4027453845546147,0.1928487035731041,-1.5580883245958046,1.5,1.5,-0.7940115253918347,0.7864056391233454,0.9391745708434478,ENOG411D5J1,"Xelaev18009743m.g, Xelaev18006206m.g",Xenbase_9.1,"atp5i.S, atp5i.L",NA,P56385,ATP5ME,ATP5I ATP5K,"ATP synthase, H transporting, mitochondrial Fo complex, subunit E",FALSE,FALSE,FALSE
ENOG411CTAU,90,35,106,43,0.018413604434338978,-1.14234014661183,0.011483550496710793,-0.26858170740081966,62.5,74.5,-0.794736079529252,0.7866164798656136,0.9391745708434478,ENOG411CTAU,"133940, 1350988, 213626632, 65051",GenBank,NA,"RecName: Full=40S ribosomal protein S3-A; AltName: Full=S1A, RecName: Full=40S ribosomal protein S3-B; AltName: Full=S1B, Rpls3-b protein [Xenopus laevis], ribosomal protein S1 [Xenopus laevis]",P23396,RPS3,NA,Ribosomal protein S3,FALSE,FALSE,FALSE
ENOG411CQTF,23,8,28,7,0.13199718297124732,-1.2576673504472153,0.050829698700676086,-0.728013326038117,15.5,17.5,-0.7959690088016536,0.7869749755952025,0.9391745708434478,ENOG411CQTF,"147898679, 147902768, Xelaev18031001m.g, Xelaev18033084m.g","GenBank, Xenbase_9.1","hibadh.L, hibadh.S","3-hydroxyisobutyrate dehydrogenase [Xenopus laevis], uncharacterized protein LOC495134 [Xenopus laevis], NA",P31937,HIBADH,NA,3-hydroxyisobutyrate dehydrogenase,FALSE,FALSE,FALSE
ENOG411CUEY,7,3,8,2,-0.05555588524713519,-1.0703964917615538,-0.05226379426342767,-0.9731258238746485,5,5,-0.796168561075956,0.7870329658479066,0.9391745708434478,ENOG411CUEY,"147898497, 147900243, 213623622, 27924418, Xelaev18024438m.g","GenBank, Xenbase_9.1",caprin1.S,"cytoplasmic activation/proliferation-associated protein 1 [Xenopus laevis], cell cycle associated protein 1 [Xenopus laevis], Unknown (protein for MGC:196712) [Xenopus laevis], M11s1-prov protein [Xenopus laevis], NA",Q14444,CAPRIN1,GPIAP1 GPIP137 M11S1 RNG105,Cell cycle associated protein 1,FALSE,FALSE,FALSE
ENOG411CR61,40,5,47,4,8.092961480514431e-4,-1.1281175948547186,0.00522170039733246,-0.8211227304295983,22.5,25.5,-0.7971273425033544,0.7873114609868952,0.9391745708434478,ENOG411CR61,"148231213, Xelaev18008414m.g, Xelaev18011061m.g","GenBank, Xenbase_9.1","nars.L, nars.S","asparaginyl-tRNA synthetase [Xenopus laevis], NA",O43776,NARS,NA,Asparaginyl-tRNA synthetase,FALSE,FALSE,FALSE
ENOG411CYC9,35,17,38,21,-0.35126165588096153,-0.7775398714366933,-0.10671157828580391,-0.26858170740081966,26,29.5,-0.7981832145800455,0.7876179116567052,0.9391745708434478,ENOG411CYC9,"147906126, Xelaev18037954m.g, Xelaev18037972m.g, Xelaev18036379m.g, Xelaev18037961m.g, Xelaev18036368m.g","GenBank, Xenbase_9.1","padi2.S, Xetrov90030142m.S, Xelaev18036379m.g, Xelaev18037961m.g, padi2.L","peptidyl arginine deiminase, type II [Xenopus laevis], NA","Q9UM07, Q9Y2J8, Q9ULW8, Q9ULC6, Q6TGC4","PADI4, PADI2, PADI3, PADI1, PADI6","PAD4 PADI5 PDI5, KIAA0994 PAD2 PDI2, PAD3 PDI3, PAD1 PDI1, PAD6","Peptidyl arginine deiminase, type",FALSE,FALSE,FALSE
ENOG411D0HE,7,8,10,6,0.414538483006767,-1.5443715714554944,0.23724282293155716,-0.9206584039805127,7.5,8,-0.7989126384510356,0.7878294649761306,0.9391745708434478,ENOG411D0HE,"148234180, Xelaev18044306m.g, Xelaev18046892m.g","GenBank, Xenbase_9.1","rpl13a.L, rpl13a.S","ribosomal protein L13a [Xenopus laevis], NA","P40429, Q6NVV1","RPL13A, RPL13AP3",NA,ribosomal protein L13a,FALSE,FALSE,FALSE
ENOG411CTMK,1,0,0,0,-1.1302650083989474,0,-1.2221887957057398,0,0.5,0,-0.7992180519767658,0.7879180068359773,0.9391745708434478,ENOG411CTMK,"147903121, Xelaev18010877m.g, Xelaev18008152m.g","GenBank, Xenbase_9.1","btf3.S, btf3.L","basic transcription factor 3 [Xenopus laevis], NA",P20290,BTF3,NACB,basic transcription factor 3,FALSE,FALSE,FALSE
ENOG411CVT3,1,0,0,0,-1.1302650083989474,0,-1.2221887957057398,0,0.5,0,-0.7992180519767658,0.7879180068359773,0.9391745708434478,ENOG411CVT3,"148222308, 49257204, Xelaev18046010m.g, Xelaev18043248m.g","GenBank, Xenbase_9.1","eif6.S, eif6.L","eukaryotic translation initiation factor 6 [Xenopus laevis], LOC398731 protein [Xenopus laevis], NA","P56537, A0A0U1RQV5","EIF6, NA","EIF3A ITGB4BP, NA",Binds to the 60S ribosomal subunit and prevents its association with the 40S ribosomal subunit to form the 80S initiation complex in the cytoplasm. May behave as a stimulatory translation initiation factor downstream insulin growth factors. Is also involved in ribosome biogenesis. Associates with pre-60S subunits in the nucleus and is involved in its nuclear export. Cytoplasmic release of TIF6 from 60S subunits and nuclear relocalization is promoted by a RACK1 (GNB2L1)-dependent protein kinase C activity,FALSE,FALSE,FALSE
ENOG411D09T,1,0,0,0,-1.1302650083989474,0,-1.2221887957057398,0,0.5,0,-0.7992180519767658,0.7879180068359773,0.9391745708434478,ENOG411D09T,"148229929, Xelaev18039255m.g","GenBank, Xenbase_9.1",mvb12a.L,"multivesicular body subunit 12A [Xenopus laevis], NA",Q96EY5,MVB12A,CFBP FAM125A,"Family with sequence similarity 125, member A",FALSE,FALSE,FALSE
