"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Contaminant"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT A2 Sequest HT"	"Number of Peptides by Search Engine A2 Sequest HT"	"Abundance F19 Control"	"Abundance F20 Control"	"Abundance F21 Sample"	"Abundance F22 Sample"	"Abundance F23 Control"	"Abundance F24 Control"	"Abundance F25 Sample"	"Abundance F26 Sample"	"Found in Sample in S19 F19 Control"	"Found in Sample in S20 F20 Control"	"Found in Sample in S21 F21 Sample"	"Found in Sample in S22 F22 Sample"	"Found in Sample in S23 F23 Control"	"Found in Sample in S24 F24 Control"	"Found in Sample in S25 F25 Sample"	"Found in Sample in S26 F26 Sample"	"Number of Protein Groups"	"Modifications"
"False"	"High"	"IsMasterProtein"	"ENOG411CPPX"	"ENOG411CPPX"	"0.000"	"False"	"5.894"	"5"	"2"	"4"	"2"	"2404"	"272.8"	"8.07"	"8.18"	"2"	"4249026"	"4389307"	"4413781"	"4940318"	"1153408"	"1227713.75"	"1455703.25"	"1500969.625"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQ7X"	"ENOG411CQ7X"	"0.000"	"False"	"5.891"	"7"	"2"	"5"	"2"	"721"	"82.0"	"6.64"	"10.43"	"2"	"3445205.25"	"4052192.25"	"5934640.5"	"5515227.5"	"829416.625"	"1006683.5"	"1019281.9375"	"1041142.4375"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZWR"	"ENOG411CZWR"	"0.000"	"False"	"5.856"	"7"	"2"	"5"	"2"	"613"	"67.0"	"5.63"	"6.90"	"2"	"1908611.5"	"2166616.25"	"6521914.75"	"2569063.75"	"432615.34375"	"456984.46875"	"654847.0625"	"692123.5"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"1"	"Met-loss+Acetyl [N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG411CU47"	"ENOG411CU47"	"0.000"	"False"	"5.843"	"1"	"2"	"4"	"2"	"3772"	"435.0"	"5.43"	"6.50"	"2"	"3865511.25"	""	"5003764.5"	"3478102.25"	"1136257.10546875"	"1181458.28125"	"1425161.9609375"	"1649673.703125"	"High"	"Not Found"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CYGJ"	"ENOG411CYGJ"	"0.000"	"False"	"5.837"	"7"	"1"	"6"	"1"	"177"	"20.2"	"4.98"	"15.96"	"1"	""	"2647246"	"2233584.75"	"2524129"	"587687.6875"	"500704.4375"	"1000921.125"	"973341.4375"	"Not Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D1QD"	"ENOG411D1QD"	"0.000"	"False"	"5.825"	"4"	"2"	"2"	"2"	"620"	"69.8"	"6.04"	"4.92"	"2"	""	"958221.9375"	""	""	""	""	""	""	"Not Found"	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CXZQ"	"ENOG411CXZQ"	"0.000"	"False"	"5.818"	"12"	"3"	"6"	"3"	"320"	"33.7"	"6.87"	"6.56"	"3"	"970465.3125"	"892787.1875"	"2160252.375"	"2148174.4375"	"305033.53125"	"330035.140625"	"260010.984375"	"244985.34375"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D5MH"	"ENOG411D5MH"	"0.000"	"False"	"5.776"	"10"	"1"	"1"	"1"	"157"	"17.8"	"10.14"	"2.22"	"1"	""	""	"4258022"	"5094452.5"	""	"350674.8125"	"1171385.25"	"995915.6875"	"Not Found"	"Not Found"	"Peak Found"	"High"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CTFE"	"ENOG411CTFE"	"0.000"	"False"	"5.769"	"1"	"1"	"1"	"1"	"2489"	"277.1"	"6.49"	"4.19"	"1"	""	""	"791863.75"	""	""	""	""	"113021.8046875"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CV67"	"ENOG411CV67"	"0.000"	"False"	"5.765"	"3"	"2"	"3"	"2"	"1415"	"163.1"	"7.81"	"4.07"	"2"	"4317778"	"5829247.375"	"7574120.375"	"5828600.5"	"1371835.0625"	"1287006.9375"	"2096119.9375"	"1932220.125"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D0XG"	"ENOG411D0XG"	"0.000"	"False"	"5.762"	"3"	"2"	"6"	"2"	"1533"	"175.3"	"5.24"	"14.10"	"2"	"1047319.6875"	""	"1000210.9375"	""	"282042.21875"	"307063.0625"	"412803.78125"	"378740.59375"	"High"	"Not Found"	"High"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPPW"	"ENOG411CPPW"	"0.000"	"False"	"5.736"	"3"	"2"	"5"	"2"	"727"	"80.8"	"7.37"	"12.53"	"2"	""	"1294561.25"	"830427.0625"	"1588293.75"	"531829.4375"	"499889.59375"	"651658.90625"	"628223.53125"	"Not Found"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D2ZF"	"ENOG411D2ZF"	"0.000"	"False"	"5.717"	"16"	"1"	"3"	"1"	"267"	"30.8"	"5.19"	"6.08"	"1"	"877143.8125"	"1377411.875"	"1501513.25"	"1651285.625"	"270010.875"	"144705.265625"	"686333.5625"	"623078.5"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CU7G"	"ENOG411CU7G"	"0.000"	"False"	"5.700"	"3"	"1"	"7"	"1"	"2537"	"293.4"	"9.00"	"19.69"	"1"	""	"1319805"	"1949476.75"	"2154750"	"424234.125"	"393995.375"	"950165.0625"	"1045416.5"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CTRV"	"ENOG411CTRV"	"0.000"	"False"	"5.700"	"2"	"2"	"4"	"2"	"1739"	"195.5"	"6.70"	"9.35"	"2"	""	"857466"	""	""	"472113.9140625"	"494966.765625"	"866443.53125"	"839065.71875"	"Not Found"	"High"	"Not Found"	"Not Found"	"Peak Found"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CTE8"	"ENOG411CTE8"	"0.000"	"False"	"5.699"	"9"	"2"	"2"	"2"	"846"	"93.2"	"5.29"	"3.96"	"2"	""	""	""	""	""	""	""	""	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPZB"	"ENOG411CPZB"	"0.000"	"False"	"5.688"	"2"	"2"	"3"	"2"	"2646"	"291.0"	"7.08"	"4.47"	"2"	"717349.9375"	"780887"	"1138397.875"	"1296243.125"	"373506.5"	"368765.125"	"665960.78125"	"602639.9375"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZZ5"	"ENOG411CZZ5"	"0.000"	"False"	"5.663"	"4"	"2"	"3"	"2"	"656"	"71.1"	"6.62"	"7.88"	"2"	""	"6023789"	"5792947.5"	""	"132158"	"237207.4765625"	"1831936.984375"	"2634718.078125"	"Not Found"	"Peak Found"	"High"	"Not Found"	"High"	"High"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZWD"	"ENOG411CZWD"	"0.000"	"False"	"5.645"	"1"	"2"	"4"	"2"	"2108"	"227.2"	"6.27"	"9.18"	"2"	"2969505.75"	"4837711.75"	"4679163.875"	"5836806.125"	"582557.412109375"	"579849.25"	"801101.625"	"809615.1875"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CW2G"	"ENOG411CW2G"	"0.000"	"False"	"5.638"	"13"	"3"	"8"	"3"	"413"	"46.9"	"4.50"	"12.36"	"3"	"5729886"	"5305388.5"	"7769247.75"	"9026756.5"	"634234.3125"	"561188.6875"	"917678.4375"	"801992.125"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CUUX"	"ENOG411CUUX"	"0.000"	"False"	"5.622"	"2"	"1"	"4"	"1"	"2768"	"320.5"	"8.51"	"11.38"	"1"	""	"762303.3125"	""	""	"227092.203125"	"276938.21875"	"331214.78125"	"286097.1875"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CT0X"	"ENOG411CT0X"	"0.000"	"False"	"5.615"	"2"	"2"	"5"	"2"	"2876"	"328.1"	"7.47"	"11.62"	"2"	""	"887149.5"	""	""	"220577.3515625"	"209844.859375"	"244854.66015625"	"302324.4296875"	"Not Found"	"High"	"Not Found"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZUW"	"ENOG411CZUW"	"0.000"	"False"	"5.609"	"5"	"2"	"5"	"2"	"867"	"99.1"	"8.02"	"10.46"	"2"	"621297.5625"	"814592.25"	""	""	"195922.46875"	"189358.578125"	"275434.28125"	"248138.25"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CYQZ"	"ENOG411CYQZ"	"0.000"	"False"	"5.573"	"3"	"2"	"5"	"2"	"862"	"98.5"	"6.71"	"9.24"	"2"	"1325654.875"	"1513769.75"	"3545737.25"	"3348441.5"	"105451.859375"	"84056.91796875"	"94753.4140625"	"111398.0625"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CVGG"	"ENOG411CVGG"	"0.000"	"False"	"5.567"	"12"	"2"	"3"	"2"	"201"	"22.5"	"9.61"	"4.98"	"2"	"599281.4375"	"819499.125"	"1415847.25"	"1402730"	"223315.703125"	"251263.21875"	"433944.09375"	"373846.71875"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWZ3"	"ENOG411CWZ3"	"0.000"	"False"	"5.532"	"6"	"2"	"9"	"2"	"444"	"47.9"	"4.39"	"14.19"	"2"	"1472496.625"	""	"1798440.75"	""	"712013.71875"	"806912.875"	"1175656.28125"	"1134747.3125"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D3ND"	"ENOG411D3ND"	"0.000"	"False"	"5.525"	"23"	"2"	"2"	"2"	"113"	"12.5"	"5.08"	"4.55"	"2"	"1202757.25"	"1151138.375"	""	"2477216"	"115587.4140625"	""	"507151.53125"	"521041.15625"	"Peak Found"	"Peak Found"	"Not Found"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQXQ"	"ENOG411CQXQ"	"0.000"	"False"	"5.525"	"2"	"2"	"3"	"2"	"1895"	"216.5"	"7.33"	"7.68"	"2"	"1683838.875"	"1278188.125"	"2464862.5625"	"3047740.25"	"523784.841796875"	"440857.12109375"	"704863.09375"	"683467.3359375"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CSNW"	"ENOG411CSNW"	"0.000"	"False"	"5.507"	"9"	"2"	"3"	"2"	"725"	"78.7"	"6.51"	"4.53"	"2"	""	""	""	""	""	""	"262667.8125"	"239696.375"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPWG"	"ENOG411CPWG"	"0.000"	"False"	"5.470"	"1"	"1"	"4"	"1"	"5002"	"566.7"	"8.69"	"6.77"	"1"	"1803886.75"	""	""	"2187189.75"	"300852.59375"	"212514.546875"	"361132.15625"	"277128.71875"	"High"	"Not Found"	"Not Found"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CYU8"	"ENOG411CYU8"	"0.000"	"False"	"5.442"	"7"	"2"	"3"	"2"	"1302"	"148.9"	"9.04"	"8.01"	"2"	"52445124"	"45676080"	"82513328"	"74245776"	"17712846"	"17380550"	"26071698"	"24523906"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CY0Z"	"ENOG411CY0Z"	"0.000"	"False"	"5.433"	"3"	"2"	"9"	"2"	"1686"	"192.1"	"8.94"	"24.76"	"2"	"16935645.8125"	"13081030.25"	"12914716.625"	"16043734"	"959068.8515625"	"953541.1875"	"1333540.515625"	"1191329.5625"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CVWQ"	"ENOG411CVWQ"	"0.000"	"False"	"5.431"	"1"	"2"	"5"	"2"	"5520"	"610.3"	"6.32"	"9.66"	"2"	"4239065.875"	"2315757.375"	"7111656.4375"	"7252093.875"	"125144.5"	"268832.125"	"496189.109375"	"390375.6875"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CTSI"	"ENOG411CTSI"	"0.000"	"False"	"5.417"	"3"	"2"	"3"	"2"	"1815"	"203.6"	"7.05"	"6.61"	"2"	""	"872270.75"	""	""	"164178.625"	"144919.390625"	"233762.5"	"231028.46875"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Peak Found"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CVJC"	"ENOG411CVJC"	"0.000"	"False"	"5.391"	"3"	"2"	"4"	"2"	"1663"	"188.7"	"6.84"	"8.47"	"2"	"1396508.84375"	"959858.1875"	""	"1156203.375"	"415907.6484375"	"507708.9765625"	"622027.03125"	"623962.84375"	"High"	"High"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D414"	"ENOG411D414"	"0.000"	"False"	"5.376"	"11"	"1"	"6"	"1"	"526"	"59.2"	"9.74"	"11.26"	"1"	"493201"	"551173.8125"	"1469712.75"	"1839309.625"	"146364.40625"	"204968.078125"	"679492.875"	"646245.9375"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPAQ"	"ENOG411CPAQ"	"0.000"	"False"	"5.349"	"3"	"2"	"2"	"2"	"1517"	"169.1"	"4.84"	"4.18"	"2"	""	""	""	""	""	""	""	""	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CX6V"	"ENOG411CX6V"	"0.000"	"False"	"5.347"	"9"	"2"	"3"	"2"	"465"	"54.0"	"6.09"	"7.03"	"2"	"1625777"	"975635.1875"	"1568334.125"	"1345565.5"	""	"527941.09375"	"538832.375"	"479021.40625"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQ69"	"ENOG411CQ69"	"0.000"	"False"	"5.341"	"4"	"2"	"5"	"2"	"1159"	"130.7"	"5.14"	"8.90"	"2"	"3813654.5"	"2855425.75"	"3040899.75"	"3854946.375"	"391563.875"	"406062.3125"	"323725.90625"	"395247.34375"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411DEH7"	"ENOG411DEH7"	"0.000"	"False"	"5.341"	"10"	"2"	"6"	"2"	"1301"	"146.5"	"5.31"	"13.90"	"2"	"3346350"	"3341285"	"3420579.75"	"3710747.5"	"1490468.25"	"77720.5390625"	"28861.6953125"	"28773.82421875"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CW5F"	"ENOG411CW5F"	"0.000"	"False"	"5.325"	"7"	"2"	"4"	"2"	"727"	"81.1"	"4.92"	"9.78"	"2"	"826331.25"	"1477517.0625"	"1105606.5"	"837770.75"	"155910.5546875"	"130728.90625"	"254438.6328125"	"245924.0703125"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D47D"	"ENOG411D47D"	"0.000"	"False"	"5.306"	"11"	"1"	"1"	"1"	"195"	"21.1"	"4.53"	"2.86"	"1"	"563016.875"	"601866.5"	""	""	"70423.1328125"	""	"187102.375"	"168293.203125"	"Peak Found"	"High"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"1"	"Met-loss+Acetyl [N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG411CSZS"	"ENOG411CSZS"	"0.000"	"False"	"5.252"	"7"	"2"	"4"	"2"	"1471"	"165.6"	"7.39"	"12.56"	"2"	"5640154.125"	"3733904.8125"	"5286989.375"	"4511595.875"	"1036033.21875"	"1102822.15625"	"979431.265625"	"1256434.53125"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CSPX"	"ENOG411CSPX"	"0.000"	"False"	"5.246"	"4"	"1"	"3"	"1"	"947"	"106.5"	"6.37"	"9.53"	"1"	""	""	""	""	""	""	""	""	"Not Found"	"High"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"259150"	"259150"	"0.000"	"False"	"5.224"	"80"	"1"	"6"	"1"	"35"	"3.6"	"5.63"	"11.62"	"1"	"1075296"	""	"1553933"	"1951155.625"	"404156.65625"	"393672.625"	"635340.5"	"669905.625"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZJ5"	"ENOG411CZJ5"	"0.000"	"False"	"5.218"	"6"	"2"	"5"	"2"	"1612"	"181.6"	"5.34"	"10.65"	"2"	""	""	"1176519.125"	""	"343785.21875"	"316769.8125"	"424992.5"	"506605.21875"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D5J1"	"ENOG411D5J1"	"0.000"	"False"	"5.215"	"15"	"1"	"5"	"1"	"160"	"18.0"	"8.73"	"15.87"	"1"	"1471161.5"	"1082348.125"	"2890082"	"2460949.75"	"232714.71875"	""	"516001"	"389362"	"High"	"High"	"High"	"High"	"Peak Found"	"Not Found"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CYSD"	"ENOG411CYSD"	"0.000"	"False"	"5.203"	"2"	"2"	"4"	"2"	"2035"	"221.8"	"4.41"	"4.63"	"2"	""	""	""	""	"75885.265625"	"59557.890625"	"102065.6875"	"120504.6328125"	"Not Found"	"Not Found"	"Not Found"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CR4P"	"ENOG411CR4P"	"0.000"	"False"	"5.198"	"4"	"1"	"3"	"1"	"1190"	"134.7"	"5.24"	"8.35"	"1"	"2212869.25"	"1802995.875"	"819939"	"1565544"	"568796.3125"	"379633.5"	"413742.71875"	"429706.9375"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQCY"	"ENOG411CQCY"	"0.000"	"False"	"5.198"	"9"	"2"	"2"	"2"	"753"	"83.7"	"6.07"	"1.87"	"2"	""	""	""	"781919.4375"	"145700.703125"	"146976.65625"	"209673.96875"	"164101.21875"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D1HZ"	"ENOG411D1HZ"	"0.000"	"False"	"5.193"	"9"	"2"	"2"	"2"	"756"	"85.4"	"10.13"	"3.99"	"2"	""	""	""	""	""	""	""	""	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CX6R"	"ENOG411CX6R"	"0.000"	"False"	"5.191"	"7"	"2"	"3"	"2"	"738"	"84.1"	"8.00"	"7.17"	"2"	""	"265388.625"	"720722.125"	""	"74892.109375"	"105536.34375"	"186250.578125"	"205383.046875"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CU7K"	"ENOG411CU7K"	"0.000"	"False"	"5.186"	"9"	"2"	"5"	"2"	"444"	"48.5"	"8.21"	"6.41"	"2"	"497819.6875"	""	"1189522"	"1174638.125"	"117829.84375"	"89093.3125"	"191516.4375"	"188034.1875"	"Peak Found"	"Not Found"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPRZ"	"ENOG411CPRZ"	"0.000"	"False"	"5.180"	"4"	"2"	"4"	"1"	"662"	"74.1"	"5.07"	"8.28"	"2"	"2872180.75"	"2159373.5"	"3582812.5"	"3054254.25"	"616193.375"	""	"975481.4375"	"740525.5"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQMW"	"ENOG411CQMW"	"0.000"	"False"	"5.163"	"2"	"2"	"3"	"2"	"2435"	"277.1"	"7.18"	"2.42"	"2"	""	"1816889.25"	"1823614.375"	"1903020.375"	"108003.0390625"	"215931.5625"	"699209.0625"	"782247.234375"	"Not Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZ1T"	"ENOG411CZ1T"	"0.000"	"False"	"5.148"	"8"	"2"	"6"	"2"	"215"	"25.6"	"9.60"	"9.67"	"2"	"11689513"	"12492343.59375"	"9255352"	"10353897"	"590344.375"	"556103.09375"	"783366.84375"	"784387.421875"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CYMN"	"ENOG411CYMN"	"0.000"	"False"	"5.143"	"5"	"2"	"6"	"2"	"987"	"111.6"	"6.60"	"15.61"	"2"	"2879517.15625"	"2094985.875"	"3145828.125"	"1631473.375"	"54643.6484375"	"147002.828125"	"181387.890625"	"427165.84375"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CV5S"	"ENOG411CV5S"	"0.000"	"False"	"5.131"	"5"	"2"	"5"	"2"	"524"	"57.1"	"4.60"	"9.18"	"2"	"3693746.8125"	"2309962"	"3313489"	"4627544.125"	"852882.73828125"	"952216.0078125"	"812248.84765625"	"1341321.84375"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CX43"	"ENOG411CX43"	"0.000"	"False"	"5.114"	"4"	"2"	"4"	"2"	"848"	"94.8"	"6.99"	"4.22"	"2"	""	"1610103"	""	"1659593.875"	""	""	""	""	"Not Found"	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CUVM"	"ENOG411CUVM"	"0.000"	"False"	"5.114"	"3"	"2"	"4"	"2"	"1614"	"173.3"	"8.50"	"6.69"	"2"	""	""	""	""	""	""	""	""	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"High"	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CUET"	"ENOG411CUET"	"0.000"	"False"	"5.112"	"4"	"1"	"2"	"1"	"1971"	"222.2"	"6.06"	"3.45"	"1"	"2093265.375"	"1916762.25"	"1875173.625"	"2340962.25"	"686250.8125"	"708918.75"	"876402.0625"	"877239.875"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPZR"	"ENOG411CPZR"	"0.000"	"False"	"5.109"	"3"	"2"	"5"	"2"	"3514"	"394.9"	"7.14"	"10.50"	"2"	"995562.625"	"1525430.375"	"2020677.375"	"2316161.25"	"541438.71875"	"583893.2890625"	"836210.03125"	"817230.296875"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D061"	"ENOG411D061"	"0.000"	"False"	"5.068"	"4"	"2"	"5"	"2"	"1252"	"138.5"	"6.51"	"11.48"	"2"	"1403971.375"	"1599292.875"	"1336859.25"	"1406595.75"	"446818.15625"	"440587.4375"	"386090.375"	"345384.5"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CSRI"	"ENOG411CSRI"	"0.000"	"False"	"5.046"	"1"	"2"	"3"	"2"	"5125"	"566.4"	"6.38"	"7.15"	"2"	"1106958.125"	"834201.625"	"1161749.5"	"1208496.875"	"141611.578125"	"163776.859375"	"251872.546875"	"273318.125"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CXG7"	"ENOG411CXG7"	"0.000"	"False"	"5.038"	"2"	"2"	"6"	"2"	"2341"	"259.2"	"6.76"	"13.20"	"2"	"3573323.3125"	"1081649.875"	"4019148.625"	"3892798"	""	"204255.734375"	"596889.375"	"779282.40625"	"High"	"High"	"High"	"High"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
