"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Contaminant"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT A2 Sequest HT"	"Number of Peptides by Search Engine A2 Sequest HT"	"Abundance F27 Control"	"Abundance F28 Control"	"Abundance F29 Sample"	"Abundance F30 Sample"	"Found in Sample in S27 F27 Control"	"Found in Sample in S28 F28 Control"	"Found in Sample in S29 F29 Sample"	"Found in Sample in S30 F30 Sample"	"Number of Protein Groups"	"Modifications"
"False"	"High"	"IsMasterProtein"	"ENOG411CQ4U"	"ENOG411CQ4U"	"0.004"	"False"	"3.262"	"2"	"1"	"1"	"1"	"1393"	"156.1"	"6.51"	"2.61"	"1"	"722705.0625"	"705704.375"	"1287083.75"	"1209092.125"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CVSN"	"ENOG411CVSN"	"0.004"	"False"	"3.255"	"3"	"1"	"1"	"1"	"934"	"107.1"	"4.83"	"2.55"	"1"	""	""	"447524.1875"	""	"Not Found"	"Not Found"	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZRS"	"ENOG411CZRS"	"0.004"	"False"	"3.248"	"2"	"1"	"1"	"1"	"2040"	"226.2"	"5.77"	"0.00"	"1"	"92580.4765625"	"101423.421875"	"201334.078125"	"204778.796875"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D15J"	"ENOG411D15J"	"0.004"	"False"	"3.248"	"5"	"1"	"2"	"1"	"515"	"57.9"	"5.31"	"4.59"	"1"	"227222.109375"	"260994.3125"	"1044241.4375"	"974395.4375"	"Peak Found"	"High"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CTAR"	"ENOG411CTAR"	"0.004"	"False"	"3.244"	"2"	"1"	"1"	"1"	"1462"	"164.1"	"6.25"	"0.00"	"1"	"426068.5625"	"443191.84375"	"1926523.625"	"8387826.5"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D3JU"	"ENOG411D3JU"	"0.004"	"False"	"3.242"	"7"	"1"	"1"	"1"	"986"	"108.8"	"9.42"	"2.32"	"1"	"73293.6953125"	"79336.2578125"	""	"610929.25"	"Peak Found"	"Peak Found"	"Not Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPNJ"	"ENOG411CPNJ"	"0.004"	"False"	"3.240"	"1"	"1"	"1"	"1"	"2127"	"244.0"	"8.50"	"2.45"	"1"	"122516.984375"	"153827.078125"	"479388.40625"	"472286.9375"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRXA"	"ENOG411CRXA"	"0.004"	"False"	"3.228"	"1"	"1"	"2"	"1"	"4474"	"512.4"	"8.25"	"2.22"	"1"	""	""	""	""	"Not Found"	"Not Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411DG3I"	"ENOG411DG3I"	"0.004"	"False"	"3.208"	"3"	"1"	"4"	"1"	"1259"	"142.7"	"8.51"	"5.77"	"1"	"173661.984375"	"172105.640625"	"203586.90625"	"240351.078125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D0C5"	"ENOG411D0C5"	"0.004"	"False"	"3.201"	"2"	"1"	"3"	"1"	"1009"	"109.8"	"8.22"	"7.26"	"1"	"529874.6875"	"621864.5"	"2282987.25"	"2034805.375"	"Peak Found"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CS2Z"	"ENOG411CS2Z"	"0.004"	"False"	"3.184"	"3"	"2"	"2"	"1"	"1751"	"196.3"	"5.38"	"3.49"	"2"	"409493.77734375"	"414323.08984375"	"1528736.453125"	"1558868.21875"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CSIA"	"ENOG411CSIA"	"0.003"	"False"	"3.178"	"3"	"1"	"2"	"1"	"1558"	"173.1"	"9.14"	"3.70"	"1"	"632374.8125"	"619498.6875"	"757516.625"	"749352.6875"	"High"	"High"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRAG"	"ENOG411CRAG"	"0.003"	"False"	"3.176"	"3"	"1"	"1"	"1"	"1347"	"151.1"	"5.69"	"2.38"	"1"	""	""	"447276.5"	"414487.9375"	"Not Found"	"Not Found"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CXAG"	"ENOG411CXAG"	"0.003"	"False"	"3.166"	"2"	"1"	"2"	"1"	"3957"	"452.7"	"8.28"	"4.53"	"1"	""	""	""	""	"Not Found"	"Not Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D0JX"	"ENOG411D0JX"	"0.003"	"False"	"3.165"	"3"	"1"	"1"	"1"	"297"	"32.9"	"9.61"	"2.41"	"1"	"279224.3125"	"277093"	"434179.25"	"475435.0625"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CXWH"	"ENOG411CXWH"	"0.003"	"False"	"3.162"	"1"	"1"	"1"	"1"	"2878"	"318.4"	"5.92"	"2.63"	"1"	""	""	""	""	"Not Found"	"Not Found"	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CXBJ"	"ENOG411CXBJ"	"0.003"	"False"	"3.159"	"3"	"1"	"4"	"1"	"385"	"42.7"	"6.20"	"8.83"	"1"	"237299.984375"	"254497.640625"	"774389.0625"	"844529.3125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQJ7"	"ENOG411CQJ7"	"0.003"	"False"	"3.157"	"2"	"1"	"1"	"1"	"1651"	"190.7"	"6.33"	"0.00"	"1"	""	""	""	""	"Not Found"	"Not Found"	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CYVE"	"ENOG411CYVE"	"0.003"	"False"	"3.152"	"1"	"1"	"3"	"1"	"2554"	"285.3"	"6.76"	"6.20"	"1"	""	"62937.82421875"	"306714.8125"	"301609.25"	"Not Found"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CXP0"	"ENOG411CXP0"	"0.003"	"False"	"3.150"	"3"	"1"	"1"	"1"	"417"	"46.5"	"8.46"	"2.20"	"1"	"145350.71875"	"142937.53125"	"275214.125"	"303950.53125"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZ1E"	"ENOG411CZ1E"	"0.003"	"False"	"3.144"	"3"	"1"	"1"	"1"	"2362"	"246.6"	"8.98"	"0.00"	"1"	""	""	""	""	"High"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CP9D"	"ENOG411CP9D"	"0.003"	"False"	"3.143"	"2"	"1"	"2"	"1"	"1023"	"116.4"	"7.93"	"4.49"	"1"	"115121.765625"	"119456"	"649261.0625"	"635884.25"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CYYY"	"ENOG411CYYY"	"0.003"	"False"	"3.142"	"2"	"1"	"2"	"1"	"621"	"69.0"	"5.76"	"3.89"	"1"	"103782.1796875"	"116051.9765625"	"435613.65625"	"423138.9375"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQVJ"	"ENOG411CQVJ"	"0.003"	"False"	"3.124"	"2"	"1"	"2"	"1"	"1969"	"224.1"	"4.53"	"5.51"	"1"	""	""	""	""	"Not Found"	"High"	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPKI"	"ENOG411CPKI"	"0.003"	"False"	"3.110"	"1"	"1"	"1"	"1"	"1948"	"217.9"	"8.70"	"2.25"	"1"	"237260.15625"	"304639.3125"	"427192.65625"	"438913.625"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQWE"	"ENOG411CQWE"	"0.003"	"False"	"3.109"	"6"	"1"	"2"	"1"	"883"	"96.3"	"8.18"	"1.94"	"1"	""	""	""	""	"High"	"High"	"Not Found"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CY2J"	"ENOG411CY2J"	"0.003"	"False"	"3.107"	"1"	"1"	"2"	"1"	"8361"	"902.0"	"7.61"	"4.58"	"1"	"357852.78125"	"317481.75"	"836878"	"835992.0625"	"Peak Found"	"High"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CYV0"	"ENOG411CYV0"	"0.003"	"False"	"3.100"	"6"	"2"	"4"	"2"	"738"	"80.4"	"10.01"	"8.15"	"2"	"783678.96875"	"1029160.84375"	"1920095.4375"	"1684477.6875"	"High"	"High"	"Peak Found"	"High"	"1"	"Met-loss+Acetyl [N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG411DFGV"	"ENOG411DFGV"	"0.003"	"False"	"3.098"	"2"	"1"	"2"	"1"	"1708"	"187.3"	"5.53"	"1.75"	"1"	""	""	""	""	"High"	"Not Found"	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CR5I"	"ENOG411CR5I"	"0.003"	"False"	"3.095"	"0"	"1"	"3"	"1"	"6356"	"723.6"	"6.34"	"6.08"	"1"	""	""	""	""	"High"	"Not Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CTG2"	"ENOG411CTG2"	"0.003"	"False"	"3.078"	"3"	"1"	"1"	"1"	"1196"	"136.3"	"5.57"	"1.72"	"1"	"182086.734375"	"248200.5625"	"1616851.875"	"1654739.875"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411DF7A"	"ENOG411DF7A"	"0.003"	"False"	"3.075"	"3"	"1"	"2"	"1"	"326"	"36.5"	"6.52"	"5.03"	"1"	"89531.109375"	"75100.71875"	"325615.90625"	"302112.96875"	"High"	"Peak Found"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRII"	"ENOG411CRII"	"0.003"	"False"	"3.064"	"1"	"1"	"1"	"1"	"1853"	"206.1"	"6.48"	"2.50"	"1"	"227222.109375"	"260994.3125"	"1044241.4375"	"974395.4375"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPQQ"	"ENOG411CPQQ"	"0.003"	"False"	"3.063"	"3"	"1"	"1"	"1"	"546"	"59.8"	"5.96"	"1.61"	"1"	""	""	""	""	"Not Found"	"Not Found"	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411DFPQ"	"ENOG411DFPQ"	"0.003"	"False"	"3.060"	"4"	"1"	"2"	"1"	"298"	"33.4"	"6.02"	"4.89"	"1"	"81277.1796875"	"45303.375"	"311047.125"	"305960.21875"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D0D0"	"ENOG411D0D0"	"0.003"	"False"	"3.058"	"2"	"1"	"2"	"1"	"1404"	"160.6"	"5.38"	"3.88"	"1"	""	""	""	""	"Not Found"	"Not Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CTQH"	"ENOG411CTQH"	"0.003"	"False"	"3.057"	"3"	"1"	"1"	"1"	"672"	"76.8"	"9.38"	"1.93"	"1"	"148292.109375"	"184936.09375"	"291618.5"	"244694.96875"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CSJA"	"ENOG411CSJA"	"0.003"	"False"	"3.048"	"3"	"1"	"2"	"1"	"613"	"67.5"	"7.88"	"4.81"	"1"	"562949.3125"	"516195.9375"	"829938.8125"	"907851.5"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CVJ8"	"ENOG411CVJ8"	"0.003"	"False"	"3.041"	"1"	"1"	"2"	"1"	"2119"	"239.2"	"7.20"	"4.68"	"1"	"432327.71875"	"445732.4375"	"351161.5"	"313897.8125"	"Peak Found"	"High"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZ5N"	"ENOG411CZ5N"	"0.003"	"False"	"3.034"	"1"	"1"	"3"	"1"	"970"	"108.4"	"6.96"	"6.61"	"1"	""	""	"332151.9375"	"320607.40625"	"Not Found"	"Not Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CUPX"	"ENOG411CUPX"	"0.003"	"False"	"3.023"	"1"	"1"	"4"	"1"	"1653"	"182.2"	"5.92"	"8.04"	"1"	"1495904.21875"	"1473621.5"	"3318312.5625"	"3241536.5625"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CSGK"	"ENOG411CSGK"	"0.003"	"False"	"3.022"	"5"	"1"	"1"	"1"	"968"	"102.6"	"8.13"	"0.00"	"1"	""	""	""	""	"Not Found"	"High"	"Not Found"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CXZQ"	"ENOG411CXZQ"	"0.003"	"False"	"3.016"	"5"	"1"	"2"	"1"	"320"	"33.7"	"6.87"	"4.45"	"1"	"94170.9765625"	"110812.2734375"	"174246.3125"	"145194.03125"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRQ9"	"ENOG411CRQ9"	"0.003"	"False"	"3.011"	"6"	"1"	"1"	"1"	"693"	"77.5"	"9.23"	"2.71"	"1"	"569569.75"	"631002.25"	"1617761.875"	"1542615.5"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWB4"	"ENOG411CWB4"	"0.003"	"False"	"2.994"	"2"	"1"	"2"	"1"	"2290"	"264.9"	"5.27"	"4.28"	"1"	""	""	"98088.0546875"	"125436.4140625"	"Not Found"	"Not Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D3S8"	"ENOG411D3S8"	"0.003"	"False"	"2.994"	"8"	"1"	"1"	"1"	"607"	"69.0"	"6.99"	"2.87"	"1"	"269618.75"	"280756.3125"	"664146.375"	"690465.0625"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	"Met-loss+Acetyl [N-Term; N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG411CQJB"	"ENOG411CQJB"	"0.003"	"False"	"2.991"	"1"	"1"	"1"	"1"	"1322"	"144.3"	"7.15"	"1.92"	"1"	""	""	"420229.0625"	"451873.125"	"Not Found"	"Not Found"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CY09"	"ENOG411CY09"	"0.003"	"False"	"2.982"	"1"	"1"	"1"	"1"	"1768"	"192.6"	"8.98"	"0.00"	"1"	""	"18803.779296875"	"61836.421875"	""	"Not Found"	"Peak Found"	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CYPC"	"ENOG411CYPC"	"0.003"	"False"	"2.980"	"1"	"1"	"1"	"1"	"3290"	"362.2"	"5.30"	"0.00"	"1"	""	""	""	""	"Not Found"	"Not Found"	"Not Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CY1S"	"ENOG411CY1S"	"0.003"	"False"	"2.976"	"3"	"1"	"1"	"1"	"582"	"63.8"	"8.44"	"2.06"	"1"	"334189.21875"	"326688"	"1972856"	"2004780.875"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CR6C"	"ENOG411CR6C"	"0.003"	"False"	"2.974"	"3"	"1"	"2"	"1"	"2878"	"337.9"	"6.38"	"3.94"	"1"	"151776.546875"	"163981.734375"	"888318.625"	"870874.75"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CSDU"	"ENOG411CSDU"	"0.003"	"False"	"2.972"	"4"	"1"	"2"	"1"	"718"	"85.0"	"6.47"	"4.85"	"1"	"33484.7421875"	"81690.9453125"	"227896.59375"	"143018.171875"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D051"	"ENOG411D051"	"0.003"	"False"	"2.963"	"4"	"1"	"2"	"1"	"1265"	"141.4"	"6.47"	"1.83"	"1"	"362991.09375"	"404008.21875"	"1041204.1875"	"1013956.5"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CUY4"	"ENOG411CUY4"	"0.003"	"False"	"2.961"	"6"	"1"	"3"	"1"	"1001"	"112.7"	"7.27"	"5.59"	"1"	"111460.9375"	"116577.1953125"	"410569.09375"	"473982.78125"	"High"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CV86"	"ENOG411CV86"	"0.003"	"False"	"2.956"	"3"	"1"	"1"	"1"	"885"	"103.9"	"5.07"	"3.13"	"1"	""	""	""	""	"Not Found"	"Not Found"	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPB9"	"ENOG411CPB9"	"0.003"	"False"	"2.942"	"1"	"1"	"2"	"1"	"1834"	"204.4"	"4.75"	"4.50"	"1"	"343152.6875"	"347392.1875"	"492357.1875"	"529057.875"	"High"	"High"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CR3T"	"ENOG411CR3T"	"0.003"	"False"	"2.930"	"2"	"1"	"1"	"1"	"2820"	"321.7"	"6.58"	"2.87"	"1"	"134159.046875"	"133031.359375"	"175063.71875"	"153839.34375"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"Xelaev18020045m.g"	"Xelaev18020045m.g"	"0.003"	"False"	"2.920"	"1"	"1"	"3"	"1"	"1586"	"165.7"	"9.58"	"3.90"	"1"	"226567.28125"	"225693.890625"	"322255.1875"	"348486.71875"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CP8G"	"ENOG411CP8G"	"0.003"	"False"	"2.918"	"1"	"1"	"1"	"1"	"7469"	"845.5"	"5.43"	"2.20"	"1"	"64316.265625"	"80577.3828125"	""	"101750.9453125"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPNV"	"ENOG411CPNV"	"0.003"	"False"	"2.914"	"2"	"1"	"1"	"1"	"1435"	"165.1"	"5.24"	"1.88"	"1"	"72991.8671875"	"78625.734375"	"461904.375"	"453918.28125"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CV4K"	"ENOG411CV4K"	"0.003"	"False"	"2.906"	"3"	"1"	"2"	"1"	"716"	"77.3"	"6.80"	"4.76"	"1"	"229971.90625"	"236210.46875"	"624581.4375"	"610760.3125"	"High"	"High"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411DFJ6"	"ENOG411DFJ6"	"0.003"	"False"	"2.872"	"0"	"1"	"1"	"1"	"12333"	"1336.2"	"5.27"	"1.80"	"1"	""	""	"78118.15625"	"65252.44921875"	"Not Found"	"Not Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZK7"	"ENOG411CZK7"	"0.003"	"False"	"2.868"	"0"	"1"	"1"	"1"	"5743"	"625.4"	"8.95"	"2.06"	"1"	"129427.5"	"160473.796875"	"439219"	"394070.875"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CY3K"	"ENOG411CY3K"	"0.003"	"False"	"2.864"	"2"	"1"	"1"	"1"	"2074"	"237.5"	"7.36"	"1.63"	"1"	"1211244.75"	"1109386.5"	"1528328.875"	"1541308.625"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CUEV"	"ENOG411CUEV"	"0.003"	"False"	"2.860"	"0"	"1"	"2"	"1"	"12037"	"1347.3"	"5.85"	"4.10"	"1"	"102728.21875"	"115066.6015625"	"680665.1875"	"753688.75"	"High"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CU7Y"	"ENOG411CU7Y"	"0.003"	"False"	"2.856"	"9"	"1"	"2"	"1"	"225"	"24.7"	"8.92"	"0.00"	"1"	"146970.796875"	"176428.375"	"148138.6875"	"131205.921875"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CTHN"	"ENOG411CTHN"	"0.003"	"False"	"2.855"	"2"	"1"	"4"	"1"	"1519"	"161.2"	"7.08"	"6.40"	"1"	"134131.921875"	"129738.4921875"	"270566.6875"	"283282.53125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411DEH7"	"ENOG411DEH7"	"0.003"	"False"	"2.853"	"4"	"1"	"3"	"1"	"1301"	"146.5"	"5.31"	"6.55"	"1"	"622880.40625"	"275394.875"	"1408520.375"	"1385229.75"	"High"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQDF"	"ENOG411CQDF"	"0.003"	"False"	"2.846"	"1"	"1"	"2"	"1"	"3300"	"366.4"	"6.81"	"4.11"	"1"	"81855.7109375"	"72895.6015625"	"1053815.625"	"1145509.625"	"Peak Found"	"High"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D2XR"	"ENOG411D2XR"	"0.003"	"False"	"2.845"	"5"	"1"	"1"	"1"	"461"	"52.9"	"11.87"	"2.09"	"1"	"295636.34375"	"316974.1875"	"522184.8125"	"518388.65625"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CR9G"	"ENOG411CR9G"	"0.003"	"False"	"2.839"	"2"	"1"	"1"	"1"	"978"	"107.3"	"9.36"	"2.64"	"1"	"32866.93359375"	""	"84469.6875"	"45881.55078125"	"Peak Found"	"Not Found"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D1DS"	"ENOG411D1DS"	"0.003"	"False"	"2.838"	"2"	"1"	"3"	"1"	"1104"	"125.7"	"8.27"	"5.83"	"1"	"342236.25"	"353682.6875"	"1325736.25"	"1299629.75"	"Peak Found"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CSC8"	"ENOG411CSC8"	"0.003"	"False"	"2.838"	"6"	"1"	"1"	"1"	"435"	"48.5"	"8.85"	"2.20"	"1"	"57708.30859375"	"94276.5234375"	"194973.375"	"244904.265625"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQNM"	"ENOG411CQNM"	"0.003"	"False"	"2.830"	"4"	"1"	"1"	"1"	"661"	"72.6"	"8.98"	"2.55"	"1"	""	""	""	""	"Not Found"	"Not Found"	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D5EY"	"ENOG411D5EY"	"0.003"	"False"	"2.829"	"9"	"1"	"2"	"1"	"174"	"19.7"	"10.29"	"4.07"	"1"	"1249584.625"	"1252674.625"	"2124180.5"	"2345737"	"High"	"High"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRF4"	"ENOG411CRF4"	"0.003"	"False"	"2.827"	"4"	"1"	"1"	"1"	"567"	"65.3"	"6.07"	"2.37"	"1"	""	"18040.78515625"	"63911.2734375"	"104309.1484375"	"Not Found"	"Peak Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CTJ5"	"ENOG411CTJ5"	"0.003"	"False"	"2.798"	"3"	"1"	"1"	"1"	"1890"	"202.4"	"9.54"	"2.51"	"1"	""	"25932.0625"	"135591.890625"	"107526.0234375"	"Not Found"	"Peak Found"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQ4G"	"ENOG411CQ4G"	"0.003"	"False"	"2.795"	"3"	"1"	"1"	"1"	"446"	"50.0"	"4.68"	"2.27"	"1"	"124168.6015625"	"130348.515625"	"369478.65625"	"306439.78125"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPBY"	"ENOG411CPBY"	"0.003"	"False"	"2.793"	"4"	"1"	"1"	"1"	"551"	"61.7"	"5.02"	"2.25"	"1"	"306689.78125"	"321534.40625"	"819037.9375"	"696997.875"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D3MJ"	"ENOG411D3MJ"	"0.003"	"False"	"2.791"	"9"	"1"	"2"	"1"	"247"	"26.4"	"8.68"	"4.45"	"1"	"654372"	"702337.375"	"1077400.125"	"1055217.875"	"High"	"Peak Found"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CY8W"	"ENOG411CY8W"	"0.003"	"False"	"2.790"	"2"	"1"	"2"	"1"	"824"	"91.1"	"7.75"	"1.78"	"1"	""	""	""	""	"Not Found"	"Not Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CVPT"	"ENOG411CVPT"	"0.003"	"False"	"2.784"	"1"	"1"	"3"	"1"	"5100"	"576.7"	"6.65"	"2.17"	"1"	"68132.71875"	"56335.796875"	"123792.2734375"	"162284.953125"	"High"	"High"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CT44"	"ENOG411CT44"	"0.003"	"False"	"2.781"	"1"	"1"	"2"	"1"	"2837"	"318.5"	"5.86"	"4.04"	"1"	"108486.703125"	""	"190777.90625"	"245813.28125"	"Peak Found"	"Not Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CYU8"	"ENOG411CYU8"	"0.003"	"False"	"2.776"	"2"	"1"	"3"	"1"	"1302"	"148.9"	"9.04"	"6.10"	"1"	"684133.75"	"622180.6875"	"1053220.625"	"1079842.75"	"High"	"High"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CXFB"	"ENOG411CXFB"	"0.003"	"False"	"2.771"	"2"	"1"	"1"	"1"	"1077"	"120.6"	"7.08"	"0.00"	"1"	""	""	""	""	"Not Found"	"Not Found"	"Not Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CUEF"	"ENOG411CUEF"	"0.003"	"False"	"2.768"	"1"	"1"	"1"	"1"	"8549"	"960.9"	"5.63"	"2.13"	"1"	"346070.53125"	"367975.09375"	"646507"	"607022.4375"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"1"	""
